Zone Timestep,Environment:Site Outdoor Air Drybulb Temperature[C]
2009-Jan-05 10:50:00,1.55
2009-Jan-05 11:00:00,1.6
2009-Jan-05 11:10:00,1.6500000000000001
2009-Jan-05 11:20:00,1.7000000000000002
2009-Jan-05 11:30:00,1.75
2009-Jan-05 11:40:00,1.8
2009-Jan-05 11:50:00,1.8499999999999999
2009-Jan-05 12:00:00,1.9
2009-Jan-05 12:10:00,1.95
2009-Jan-05 12:20:00,2.0
2009-Jan-05 12:30:00,2.05
2009-Jan-05 12:40:00,2.1
2009-Jan-05 12:50:00,2.15
2009-Jan-05 13:00:00,2.2
2009-Jan-05 13:10:00,2.216666666666667
2009-Jan-05 13:20:00,2.2333333333333334
2009-Jan-05 13:30:00,2.25
2009-Jan-05 13:40:00,2.2666666666666666
2009-Jan-05 13:50:00,2.283333333333333
2009-Jan-05 14:00:00,2.3
2009-Jan-05 14:10:00,2.4
2009-Jan-05 14:20:00,2.5
2009-Jan-05 14:30:00,2.5999999999999996
2009-Jan-05 14:40:00,2.6999999999999997
2009-Jan-05 14:50:00,2.8
2009-Jan-05 15:00:00,2.9
2009-Jan-05 15:10:00,2.9166666666666665
2009-Jan-05 15:20:00,2.9333333333333336
2009-Jan-05 15:30:00,2.95
2009-Jan-05 15:40:00,2.966666666666667
2009-Jan-05 15:50:00,2.9833333333333334
2009-Jan-05 16:00:00,3.0
2009-Jan-05 16:10:00,2.9
2009-Jan-05 16:20:00,2.8
2009-Jan-05 16:30:00,2.7
2009-Jan-05 16:40:00,2.5999999999999996
2009-Jan-05 16:50:00,2.5
2009-Jan-05 17:00:00,2.4
2009-Jan-05 17:10:00,2.3
2009-Jan-05 17:20:00,2.2
2009-Jan-05 17:30:00,2.1
2009-Jan-05 17:40:00,2.0
2009-Jan-05 17:50:00,1.9
2009-Jan-05 18:00:00,1.8
2009-Jan-05 18:10:00,1.75
2009-Jan-05 18:20:00,1.7000000000000002
2009-Jan-05 18:30:00,1.65
2009-Jan-05 18:40:00,1.6
2009-Jan-05 18:50:00,1.5499999999999998
2009-Jan-05 19:00:00,1.5
2009-Jan-05 19:10:00,1.45
2009-Jan-05 19:20:00,1.4
2009-Jan-05 19:30:00,1.35
2009-Jan-05 19:40:00,1.2999999999999998
2009-Jan-05 19:50:00,1.25
2009-Jan-05 20:00:00,1.2
2009-Jan-05 20:10:00,1.15
2009-Jan-05 20:20:00,1.1
2009-Jan-05 20:30:00,1.05
2009-Jan-05 20:40:00,1.0
2009-Jan-05 20:50:00,0.95
2009-Jan-05 21:00:00,0.9
2009-Jan-05 21:10:00,0.8333333333333334
2009-Jan-05 21:20:00,0.7666666666666667
2009-Jan-05 21:30:00,0.7
2009-Jan-05 21:40:00,0.6333333333333333
2009-Jan-05 21:50:00,0.5666666666666667
2009-Jan-05 22:00:00,0.5
2009-Jan-05 22:10:00,0.55
2009-Jan-05 22:20:00,0.6000000000000001
2009-Jan-05 22:30:00,0.65
2009-Jan-05 22:40:00,0.7
2009-Jan-05 22:50:00,0.75
2009-Jan-05 23:00:00,0.8
2009-Jan-05 23:10:00,0.8500000000000001
2009-Jan-05 23:20:00,0.9000000000000001
2009-Jan-05 23:30:00,0.9500000000000001
2009-Jan-05 23:40:00,1.0
2009-Jan-05 23:50:00,1.05
2009-Jan-06 00:00:00,1.1
2009-Jan-06 00:10:00,1.1666666666666667
2009-Jan-06 00:20:00,1.2333333333333334
2009-Jan-06 00:30:00,1.3
2009-Jan-06 00:40:00,1.3666666666666667
2009-Jan-06 00:50:00,1.4333333333333333
2009-Jan-06 01:00:00,1.5
2009-Jan-06 01:10:00,1.4666666666666668
2009-Jan-06 01:20:00,1.4333333333333333
2009-Jan-06 01:30:00,1.4
2009-Jan-06 01:40:00,1.3666666666666667
2009-Jan-06 01:50:00,1.3333333333333335
2009-Jan-06 02:00:00,1.3
2009-Jan-06 02:10:00,1.2000000000000002
2009-Jan-06 02:20:00,1.1
2009-Jan-06 02:30:00,1.0
2009-Jan-06 02:40:00,0.9
2009-Jan-06 02:50:00,0.8
2009-Jan-06 03:00:00,0.7
2009-Jan-06 03:10:00,0.65
2009-Jan-06 03:20:00,0.6
2009-Jan-06 03:30:00,0.55
2009-Jan-06 03:40:00,0.5
2009-Jan-06 03:50:00,0.45
2009-Jan-06 04:00:00,0.4
2009-Jan-06 04:10:00,0.45
2009-Jan-06 04:20:00,0.5
2009-Jan-06 04:30:00,0.55
2009-Jan-06 04:40:00,0.6
2009-Jan-06 04:50:00,0.65
2009-Jan-06 05:00:00,0.7
2009-Jan-06 05:10:00,0.7333333333333334
2009-Jan-06 05:20:00,0.7666666666666666
2009-Jan-06 05:30:00,0.8
2009-Jan-06 05:40:00,0.8333333333333333
2009-Jan-06 05:50:00,0.8666666666666666
2009-Jan-06 06:00:00,0.9
2009-Jan-06 06:10:00,0.9666666666666667
2009-Jan-06 06:20:00,1.0333333333333334
2009-Jan-06 06:30:00,1.1
2009-Jan-06 06:40:00,1.1666666666666667
2009-Jan-06 06:50:00,1.2333333333333334
2009-Jan-06 07:00:00,1.3
2009-Jan-06 07:10:00,1.35
2009-Jan-06 07:20:00,1.4000000000000001
2009-Jan-06 07:30:00,1.4500000000000002
2009-Jan-06 07:40:00,1.5
2009-Jan-06 07:50:00,1.55
2009-Jan-06 08:00:00,1.6
2009-Jan-06 08:10:00,1.6833333333333336
2009-Jan-06 08:20:00,1.7666666666666668
2009-Jan-06 08:30:00,1.85
2009-Jan-06 08:40:00,1.9333333333333333
2009-Jan-06 08:50:00,2.0166666666666666
2009-Jan-06 09:00:00,2.1
2009-Jan-06 09:10:00,2.166666666666667
2009-Jan-06 09:20:00,2.2333333333333334
2009-Jan-06 09:30:00,2.3
2009-Jan-06 09:40:00,2.3666666666666667
2009-Jan-06 09:50:00,2.4333333333333336
2009-Jan-06 10:00:00,2.5
2009-Jan-06 10:10:00,2.5833333333333335
2009-Jan-06 10:20:00,2.666666666666667
2009-Jan-06 10:30:00,2.75
2009-Jan-06 10:40:00,2.8333333333333335
2009-Jan-06 10:50:00,2.9166666666666665
2009-Jan-06 11:00:00,3.0
2009-Jan-06 11:10:00,3.1166666666666667
2009-Jan-06 11:20:00,3.2333333333333334
2009-Jan-06 11:30:00,3.35
2009-Jan-06 11:40:00,3.466666666666667
2009-Jan-06 11:50:00,3.5833333333333335
2009-Jan-06 12:00:00,3.7
2009-Jan-06 12:10:00,3.783333333333333
2009-Jan-06 12:20:00,3.866666666666667
2009-Jan-06 12:30:00,3.95
2009-Jan-06 12:40:00,4.033333333333333
2009-Jan-06 12:50:00,4.116666666666667
2009-Jan-06 13:00:00,4.2
2009-Jan-06 13:10:00,4.300000000000001
2009-Jan-06 13:20:00,4.4
2009-Jan-06 13:30:00,4.5
2009-Jan-06 13:40:00,4.6
2009-Jan-06 13:50:00,4.7
2009-Jan-06 14:00:00,4.8
2009-Jan-06 14:10:00,4.8
2009-Jan-06 14:20:00,4.8
2009-Jan-06 14:30:00,4.8
2009-Jan-06 14:40:00,4.8
2009-Jan-06 14:50:00,4.8
2009-Jan-06 15:00:00,4.8
2009-Jan-06 15:10:00,4.816666666666666
2009-Jan-06 15:20:00,4.833333333333334
2009-Jan-06 15:30:00,4.85
2009-Jan-06 15:40:00,4.866666666666667
2009-Jan-06 15:50:00,4.883333333333334
2009-Jan-06 16:00:00,4.9
2009-Jan-06 16:10:00,4.9
2009-Jan-06 16:20:00,4.9
2009-Jan-06 16:30:00,4.9
2009-Jan-06 16:40:00,4.9
2009-Jan-06 16:50:00,4.9
2009-Jan-06 17:00:00,4.9
2009-Jan-06 17:10:00,4.883333333333334
2009-Jan-06 17:20:00,4.866666666666667
2009-Jan-06 17:30:00,4.85
2009-Jan-06 17:40:00,4.833333333333333
2009-Jan-06 17:50:00,4.816666666666666
2009-Jan-06 18:00:00,4.8
2009-Jan-06 18:10:00,4.783333333333333
2009-Jan-06 18:20:00,4.766666666666667
2009-Jan-06 18:30:00,4.75
2009-Jan-06 18:40:00,4.733333333333333
2009-Jan-06 18:50:00,4.716666666666667
2009-Jan-06 19:00:00,4.7
2009-Jan-06 19:10:00,4.683333333333334
2009-Jan-06 19:20:00,4.666666666666667
2009-Jan-06 19:30:00,4.65
2009-Jan-06 19:40:00,4.633333333333333
2009-Jan-06 19:50:00,4.616666666666666
2009-Jan-06 20:00:00,4.6
2009-Jan-06 20:10:00,4.566666666666666
2009-Jan-06 20:20:00,4.533333333333333
2009-Jan-06 20:30:00,4.5
2009-Jan-06 20:40:00,4.466666666666667
2009-Jan-06 20:50:00,4.433333333333334
2009-Jan-06 21:00:00,4.4
2009-Jan-06 21:10:00,4.283333333333333
2009-Jan-06 21:20:00,4.166666666666668
2009-Jan-06 21:30:00,4.050000000000001
2009-Jan-06 21:40:00,3.9333333333333336
2009-Jan-06 21:50:00,3.816666666666667
2009-Jan-06 22:00:00,3.7
2009-Jan-06 22:10:00,3.666666666666667
2009-Jan-06 22:20:00,3.6333333333333337
2009-Jan-06 22:30:00,3.6
2009-Jan-06 22:40:00,3.5666666666666664
2009-Jan-06 22:50:00,3.5333333333333337
2009-Jan-06 23:00:00,3.5
2009-Jan-06 23:10:00,3.566666666666667
2009-Jan-06 23:20:00,3.6333333333333333
2009-Jan-06 23:30:00,3.7
2009-Jan-06 23:40:00,3.7666666666666666
2009-Jan-06 23:50:00,3.833333333333333
2009-Jan-07 00:00:00,3.9
2009-Jan-07 00:10:00,3.8666666666666667
2009-Jan-07 00:20:00,3.8333333333333335
2009-Jan-07 00:30:00,3.8
2009-Jan-07 00:40:00,3.7666666666666666
2009-Jan-07 00:50:00,3.7333333333333334
2009-Jan-07 01:00:00,3.7
2009-Jan-07 01:10:00,3.6500000000000004
2009-Jan-07 01:20:00,3.6000000000000005
2009-Jan-07 01:30:00,3.55
2009-Jan-07 01:40:00,3.5
2009-Jan-07 01:50:00,3.45
2009-Jan-07 02:00:00,3.4
2009-Jan-07 02:10:00,3.35
2009-Jan-07 02:20:00,3.3000000000000003
2009-Jan-07 02:30:00,3.25
2009-Jan-07 02:40:00,3.2
2009-Jan-07 02:50:00,3.15
2009-Jan-07 03:00:00,3.1
2009-Jan-07 03:10:00,3.1166666666666667
2009-Jan-07 03:20:00,3.1333333333333337
2009-Jan-07 03:30:00,3.1500000000000004
2009-Jan-07 03:40:00,3.166666666666667
2009-Jan-07 03:50:00,3.1833333333333336
2009-Jan-07 04:00:00,3.2
2009-Jan-07 04:10:00,3.216666666666667
2009-Jan-07 04:20:00,3.2333333333333334
2009-Jan-07 04:30:00,3.25
2009-Jan-07 04:40:00,3.2666666666666666
2009-Jan-07 04:50:00,3.283333333333333
2009-Jan-07 05:00:00,3.3
2009-Jan-07 05:10:00,3.3
2009-Jan-07 05:20:00,3.3
2009-Jan-07 05:30:00,3.3
2009-Jan-07 05:40:00,3.3
2009-Jan-07 05:50:00,3.3
2009-Jan-07 06:00:00,3.3
2009-Jan-07 06:10:00,3.3166666666666664
2009-Jan-07 06:20:00,3.3333333333333335
2009-Jan-07 06:30:00,3.3499999999999996
2009-Jan-07 06:40:00,3.3666666666666667
2009-Jan-07 06:50:00,3.3833333333333333
2009-Jan-07 07:00:00,3.4
2009-Jan-07 07:10:00,3.3833333333333333
2009-Jan-07 07:20:00,3.366666666666667
2009-Jan-07 07:30:00,3.3499999999999996
2009-Jan-07 07:40:00,3.333333333333333
2009-Jan-07 07:50:00,3.3166666666666664
2009-Jan-07 08:00:00,3.3
2009-Jan-07 08:10:00,3.3
2009-Jan-07 08:20:00,3.3
2009-Jan-07 08:30:00,3.3
2009-Jan-07 08:40:00,3.3
2009-Jan-07 08:50:00,3.3
2009-Jan-07 09:00:00,3.3
2009-Jan-07 09:10:00,3.333333333333333
2009-Jan-07 09:20:00,3.3666666666666667
2009-Jan-07 09:30:00,3.4
2009-Jan-07 09:40:00,3.433333333333333
2009-Jan-07 09:50:00,3.466666666666667
2009-Jan-07 10:00:00,3.5
2009-Jan-07 10:10:00,3.5500000000000003
2009-Jan-07 10:20:00,3.6
2009-Jan-07 10:30:00,3.65
2009-Jan-07 10:40:00,3.7
2009-Jan-07 10:50:00,3.75
2009-Jan-07 11:00:00,3.8
2009-Jan-07 11:10:00,3.8666666666666663
2009-Jan-07 11:20:00,3.9333333333333336
2009-Jan-07 11:30:00,4.0
2009-Jan-07 11:40:00,4.066666666666666
2009-Jan-07 11:50:00,4.133333333333334
2009-Jan-07 12:00:00,4.2
2009-Jan-07 12:10:00,4.283333333333334
2009-Jan-07 12:20:00,4.366666666666667
2009-Jan-07 12:30:00,4.45
2009-Jan-07 12:40:00,4.533333333333333
2009-Jan-07 12:50:00,4.616666666666667
2009-Jan-07 13:00:00,4.7
2009-Jan-07 13:10:00,4.416666666666667
2009-Jan-07 13:20:00,4.133333333333334
2009-Jan-07 13:30:00,3.85
2009-Jan-07 13:40:00,3.566666666666667
2009-Jan-07 13:50:00,3.283333333333333
2009-Jan-07 14:00:00,3.0
2009-Jan-07 14:10:00,2.75
2009-Jan-07 14:20:00,2.5
2009-Jan-07 14:30:00,2.25
2009-Jan-07 14:40:00,2.0
2009-Jan-07 14:50:00,1.75
2009-Jan-07 15:00:00,1.5
2009-Jan-07 15:10:00,1.4333333333333333
2009-Jan-07 15:20:00,1.3666666666666667
2009-Jan-07 15:30:00,1.3
2009-Jan-07 15:40:00,1.2333333333333334
2009-Jan-07 15:50:00,1.1666666666666667
2009-Jan-07 16:00:00,1.1
2009-Jan-07 16:10:00,1.0666666666666667
2009-Jan-07 16:20:00,1.0333333333333334
2009-Jan-07 16:30:00,1.0
2009-Jan-07 16:40:00,0.9666666666666668
2009-Jan-07 16:50:00,0.9333333333333333
2009-Jan-07 17:00:00,0.9
2009-Jan-07 17:10:00,0.9166666666666666
2009-Jan-07 17:20:00,0.9333333333333333
2009-Jan-07 17:30:00,0.95
2009-Jan-07 17:40:00,0.9666666666666667
2009-Jan-07 17:50:00,0.9833333333333334
2009-Jan-07 18:00:00,1.0
2009-Jan-07 18:10:00,1.0666666666666667
2009-Jan-07 18:20:00,1.1333333333333333
2009-Jan-07 18:30:00,1.2
2009-Jan-07 18:40:00,1.2666666666666666
2009-Jan-07 18:50:00,1.3333333333333335
2009-Jan-07 19:00:00,1.4
2009-Jan-07 19:10:00,1.4666666666666668
2009-Jan-07 19:20:00,1.5333333333333332
2009-Jan-07 19:30:00,1.6
2009-Jan-07 19:40:00,1.6666666666666665
2009-Jan-07 19:50:00,1.7333333333333332
2009-Jan-07 20:00:00,1.8
2009-Jan-07 20:10:00,1.95
2009-Jan-07 20:20:00,2.1
2009-Jan-07 20:30:00,2.25
2009-Jan-07 20:40:00,2.4000000000000004
2009-Jan-07 20:50:00,2.5500000000000003
2009-Jan-07 21:00:00,2.7
2009-Jan-07 21:10:00,2.7500000000000004
2009-Jan-07 21:20:00,2.8000000000000003
2009-Jan-07 21:30:00,2.85
2009-Jan-07 21:40:00,2.9000000000000004
2009-Jan-07 21:50:00,2.95
2009-Jan-07 22:00:00,3.0
2009-Jan-07 22:10:00,3.0
2009-Jan-07 22:20:00,3.0
2009-Jan-07 22:30:00,3.0
2009-Jan-07 22:40:00,3.0
2009-Jan-07 22:50:00,3.0
2009-Jan-07 23:00:00,3.0
2009-Jan-07 23:10:00,2.966666666666667
2009-Jan-07 23:20:00,2.933333333333333
2009-Jan-07 23:30:00,2.9
2009-Jan-07 23:40:00,2.8666666666666663
2009-Jan-07 23:50:00,2.8333333333333335
2009-Jan-08 00:00:00,2.8
2009-Jan-08 00:10:00,2.6833333333333336
2009-Jan-08 00:20:00,2.5666666666666664
2009-Jan-08 00:30:00,2.45
2009-Jan-08 00:40:00,2.333333333333333
2009-Jan-08 00:50:00,2.216666666666667
2009-Jan-08 01:00:00,2.1
2009-Jan-08 01:10:00,2.0500000000000003
2009-Jan-08 01:20:00,2.0
2009-Jan-08 01:30:00,1.9500000000000002
2009-Jan-08 01:40:00,1.9
2009-Jan-08 01:50:00,1.8499999999999999
2009-Jan-08 02:00:00,1.8
2009-Jan-08 02:10:00,1.7833333333333332
2009-Jan-08 02:20:00,1.7666666666666668
2009-Jan-08 02:30:00,1.75
2009-Jan-08 02:40:00,1.7333333333333334
2009-Jan-08 02:50:00,1.7166666666666668
2009-Jan-08 03:00:00,1.7
2009-Jan-08 03:10:00,1.75
2009-Jan-08 03:20:00,1.8000000000000003
2009-Jan-08 03:30:00,1.85
2009-Jan-08 03:40:00,1.9
2009-Jan-08 03:50:00,1.95
2009-Jan-08 04:00:00,2.0
2009-Jan-08 04:10:00,1.9666666666666668
2009-Jan-08 04:20:00,1.9333333333333336
2009-Jan-08 04:30:00,1.9
2009-Jan-08 04:40:00,1.8666666666666667
2009-Jan-08 04:50:00,1.8333333333333333
2009-Jan-08 05:00:00,1.8
2009-Jan-08 05:10:00,1.8666666666666667
2009-Jan-08 05:20:00,1.9333333333333336
2009-Jan-08 05:30:00,2.0
2009-Jan-08 05:40:00,2.066666666666667
2009-Jan-08 05:50:00,2.1333333333333333
2009-Jan-08 06:00:00,2.2
2009-Jan-08 06:10:00,2.216666666666667
2009-Jan-08 06:20:00,2.2333333333333334
2009-Jan-08 06:30:00,2.25
2009-Jan-08 06:40:00,2.2666666666666666
2009-Jan-08 06:50:00,2.283333333333333
2009-Jan-08 07:00:00,2.3
2009-Jan-08 07:10:00,2.283333333333333
2009-Jan-08 07:20:00,2.2666666666666666
2009-Jan-08 07:30:00,2.25
2009-Jan-08 07:40:00,2.2333333333333334
2009-Jan-08 07:50:00,2.216666666666667
2009-Jan-08 08:00:00,2.2
2009-Jan-08 08:10:00,2.25
2009-Jan-08 08:20:00,2.3000000000000003
2009-Jan-08 08:30:00,2.35
2009-Jan-08 08:40:00,2.4
2009-Jan-08 08:50:00,2.45
2009-Jan-08 09:00:00,2.5
2009-Jan-08 09:10:00,2.5
2009-Jan-08 09:20:00,2.5
2009-Jan-08 09:30:00,2.5
2009-Jan-08 09:40:00,2.5
2009-Jan-08 09:50:00,2.5
2009-Jan-08 10:00:00,2.5
2009-Jan-08 10:10:00,2.6
2009-Jan-08 10:20:00,2.7
2009-Jan-08 10:30:00,2.8
2009-Jan-08 10:40:00,2.9
2009-Jan-08 10:50:00,3.0
2009-Jan-08 11:00:00,3.1
2009-Jan-08 11:10:00,3.1833333333333336
2009-Jan-08 11:20:00,3.2666666666666666
2009-Jan-08 11:30:00,3.35
2009-Jan-08 11:40:00,3.4333333333333336
2009-Jan-08 11:50:00,3.5166666666666666
2009-Jan-08 12:00:00,3.6
2009-Jan-08 12:10:00,3.75
2009-Jan-08 12:20:00,3.9000000000000004
2009-Jan-08 12:30:00,4.05
2009-Jan-08 12:40:00,4.2
2009-Jan-08 12:50:00,4.35
2009-Jan-08 13:00:00,4.5
2009-Jan-08 13:10:00,4.5
2009-Jan-08 13:20:00,4.5
2009-Jan-08 13:30:00,4.5
2009-Jan-08 13:40:00,4.5
2009-Jan-08 13:50:00,4.5
2009-Jan-08 14:00:00,4.5
2009-Jan-08 14:10:00,4.283333333333333
2009-Jan-08 14:20:00,4.066666666666667
2009-Jan-08 14:30:00,3.85
2009-Jan-08 14:40:00,3.6333333333333337
2009-Jan-08 14:50:00,3.416666666666667
2009-Jan-08 15:00:00,3.2
2009-Jan-08 15:10:00,3.2333333333333334
2009-Jan-08 15:20:00,3.266666666666667
2009-Jan-08 15:30:00,3.3
2009-Jan-08 15:40:00,3.3333333333333335
2009-Jan-08 15:50:00,3.3666666666666667
2009-Jan-08 16:00:00,3.4
2009-Jan-08 16:10:00,3.316666666666667
2009-Jan-08 16:20:00,3.2333333333333334
2009-Jan-08 16:30:00,3.15
2009-Jan-08 16:40:00,3.0666666666666664
2009-Jan-08 16:50:00,2.983333333333333
2009-Jan-08 17:00:00,2.9
2009-Jan-08 17:10:00,2.8833333333333333
2009-Jan-08 17:20:00,2.8666666666666667
2009-Jan-08 17:30:00,2.8499999999999996
2009-Jan-08 17:40:00,2.833333333333333
2009-Jan-08 17:50:00,2.816666666666667
2009-Jan-08 18:00:00,2.8
2009-Jan-08 18:10:00,2.6166666666666667
2009-Jan-08 18:20:00,2.4333333333333336
2009-Jan-08 18:30:00,2.25
2009-Jan-08 18:40:00,2.0666666666666664
2009-Jan-08 18:50:00,1.8833333333333333
2009-Jan-08 19:00:00,1.7
2009-Jan-08 19:10:00,1.7000000000000002
2009-Jan-08 19:20:00,1.7000000000000002
2009-Jan-08 19:30:00,1.7
2009-Jan-08 19:40:00,1.7000000000000002
2009-Jan-08 19:50:00,1.7
2009-Jan-08 20:00:00,1.7
2009-Jan-08 20:10:00,1.6166666666666667
2009-Jan-08 20:20:00,1.5333333333333334
2009-Jan-08 20:30:00,1.45
2009-Jan-08 20:40:00,1.3666666666666667
2009-Jan-08 20:50:00,1.2833333333333332
2009-Jan-08 21:00:00,1.2
2009-Jan-08 21:10:00,1.1166666666666667
2009-Jan-08 21:20:00,1.0333333333333334
2009-Jan-08 21:30:00,0.95
2009-Jan-08 21:40:00,0.8666666666666667
2009-Jan-08 21:50:00,0.7833333333333333
2009-Jan-08 22:00:00,0.7
2009-Jan-08 22:10:00,0.7166666666666667
2009-Jan-08 22:20:00,0.7333333333333334
2009-Jan-08 22:30:00,0.75
2009-Jan-08 22:40:00,0.7666666666666666
2009-Jan-08 22:50:00,0.7833333333333333
2009-Jan-08 23:00:00,0.8
2009-Jan-08 23:10:00,0.8
2009-Jan-08 23:20:00,0.8
2009-Jan-08 23:30:00,0.8
2009-Jan-08 23:40:00,0.8
2009-Jan-08 23:50:00,0.8
2009-Jan-09 00:00:00,0.8
2009-Jan-09 00:10:00,0.8833333333333334
2009-Jan-09 00:20:00,0.9666666666666668
2009-Jan-09 00:30:00,1.05
2009-Jan-09 00:40:00,1.1333333333333333
2009-Jan-09 00:50:00,1.2166666666666668
2009-Jan-09 01:00:00,1.3
2009-Jan-09 01:10:00,1.3000000000000003
2009-Jan-09 01:20:00,1.3000000000000003
2009-Jan-09 01:30:00,1.3
2009-Jan-09 01:40:00,1.3
2009-Jan-09 01:50:00,1.3
2009-Jan-09 02:00:00,1.3
2009-Jan-09 02:10:00,1.3000000000000003
2009-Jan-09 02:20:00,1.3000000000000003
2009-Jan-09 02:30:00,1.3
2009-Jan-09 02:40:00,1.3
2009-Jan-09 02:50:00,1.3
2009-Jan-09 03:00:00,1.3
2009-Jan-09 03:10:00,1.2833333333333334
2009-Jan-09 03:20:00,1.2666666666666668
2009-Jan-09 03:30:00,1.25
2009-Jan-09 03:40:00,1.2333333333333334
2009-Jan-09 03:50:00,1.2166666666666666
2009-Jan-09 04:00:00,1.2
2009-Jan-09 04:10:00,1.1666666666666667
2009-Jan-09 04:20:00,1.1333333333333333
2009-Jan-09 04:30:00,1.1
2009-Jan-09 04:40:00,1.0666666666666667
2009-Jan-09 04:50:00,1.0333333333333332
2009-Jan-09 05:00:00,1.0
2009-Jan-09 05:10:00,0.9833333333333334
2009-Jan-09 05:20:00,0.9666666666666668
2009-Jan-09 05:30:00,0.95
2009-Jan-09 05:40:00,0.9333333333333333
2009-Jan-09 05:50:00,0.9166666666666666
2009-Jan-09 06:00:00,0.9
2009-Jan-09 06:10:00,0.8833333333333333
2009-Jan-09 06:20:00,0.8666666666666667
2009-Jan-09 06:30:00,0.8500000000000001
2009-Jan-09 06:40:00,0.8333333333333334
2009-Jan-09 06:50:00,0.8166666666666667
2009-Jan-09 07:00:00,0.8
2009-Jan-09 07:10:00,0.7666666666666667
2009-Jan-09 07:20:00,0.7333333333333334
2009-Jan-09 07:30:00,0.7
2009-Jan-09 07:40:00,0.6666666666666667
2009-Jan-09 07:50:00,0.6333333333333333
2009-Jan-09 08:00:00,0.6
2009-Jan-09 08:10:00,0.5666666666666667
2009-Jan-09 08:20:00,0.5333333333333333
2009-Jan-09 08:30:00,0.5
2009-Jan-09 08:40:00,0.4666666666666667
2009-Jan-09 08:50:00,0.43333333333333335
2009-Jan-09 09:00:00,0.4
2009-Jan-09 09:10:00,0.38333333333333336
2009-Jan-09 09:20:00,0.3666666666666667
2009-Jan-09 09:30:00,0.35
2009-Jan-09 09:40:00,0.33333333333333337
2009-Jan-09 09:50:00,0.31666666666666665
2009-Jan-09 10:00:00,0.3
2009-Jan-09 10:10:00,0.35
2009-Jan-09 10:20:00,0.4
2009-Jan-09 10:30:00,0.44999999999999996
2009-Jan-09 10:40:00,0.5
2009-Jan-09 10:50:00,0.55
2009-Jan-09 11:00:00,0.6
2009-Jan-09 11:10:00,0.6666666666666666
2009-Jan-09 11:20:00,0.7333333333333334
2009-Jan-09 11:30:00,0.8
2009-Jan-09 11:40:00,0.8666666666666667
2009-Jan-09 11:50:00,0.9333333333333333
2009-Jan-09 12:00:00,1.0
2009-Jan-09 12:10:00,1.0166666666666666
2009-Jan-09 12:20:00,1.0333333333333334
2009-Jan-09 12:30:00,1.05
2009-Jan-09 12:40:00,1.0666666666666669
2009-Jan-09 12:50:00,1.0833333333333335
2009-Jan-09 13:00:00,1.1
2009-Jan-09 13:10:00,1.1833333333333333
2009-Jan-09 13:20:00,1.2666666666666668
2009-Jan-09 13:30:00,1.35
2009-Jan-09 13:40:00,1.4333333333333333
2009-Jan-09 13:50:00,1.5166666666666668
2009-Jan-09 14:00:00,1.6
2009-Jan-09 14:10:00,1.6166666666666667
2009-Jan-09 14:20:00,1.6333333333333335
2009-Jan-09 14:30:00,1.65
2009-Jan-09 14:40:00,1.6666666666666667
2009-Jan-09 14:50:00,1.6833333333333333
2009-Jan-09 15:00:00,1.7
2009-Jan-09 15:10:00,1.7166666666666668
2009-Jan-09 15:20:00,1.7333333333333334
2009-Jan-09 15:30:00,1.75
2009-Jan-09 15:40:00,1.7666666666666666
2009-Jan-09 15:50:00,1.7833333333333332
2009-Jan-09 16:00:00,1.8
2009-Jan-09 16:10:00,1.8
2009-Jan-09 16:20:00,1.8000000000000003
2009-Jan-09 16:30:00,1.8
2009-Jan-09 16:40:00,1.8
2009-Jan-09 16:50:00,1.7999999999999998
2009-Jan-09 17:00:00,1.8
2009-Jan-09 17:10:00,1.7333333333333334
2009-Jan-09 17:20:00,1.6666666666666667
2009-Jan-09 17:30:00,1.6
2009-Jan-09 17:40:00,1.5333333333333332
2009-Jan-09 17:50:00,1.4666666666666668
2009-Jan-09 18:00:00,1.4
2009-Jan-09 18:10:00,1.3833333333333333
2009-Jan-09 18:20:00,1.3666666666666667
2009-Jan-09 18:30:00,1.35
2009-Jan-09 18:40:00,1.3333333333333335
2009-Jan-09 18:50:00,1.3166666666666667
2009-Jan-09 19:00:00,1.3
2009-Jan-09 19:10:00,1.2333333333333334
2009-Jan-09 19:20:00,1.1666666666666667
2009-Jan-09 19:30:00,1.1
2009-Jan-09 19:40:00,1.0333333333333334
2009-Jan-09 19:50:00,0.9666666666666666
2009-Jan-09 20:00:00,0.9
2009-Jan-09 20:10:00,0.9333333333333333
2009-Jan-09 20:20:00,0.9666666666666668
2009-Jan-09 20:30:00,1.0
2009-Jan-09 20:40:00,1.0333333333333334
2009-Jan-09 20:50:00,1.0666666666666667
2009-Jan-09 21:00:00,1.1
2009-Jan-09 21:10:00,1.0833333333333335
2009-Jan-09 21:20:00,1.0666666666666669
2009-Jan-09 21:30:00,1.05
2009-Jan-09 21:40:00,1.0333333333333334
2009-Jan-09 21:50:00,1.0166666666666666
2009-Jan-09 22:00:00,1.0
2009-Jan-09 22:10:00,1.0
2009-Jan-09 22:20:00,1.0
2009-Jan-09 22:30:00,1.0
2009-Jan-09 22:40:00,1.0
2009-Jan-09 22:50:00,1.0
2009-Jan-09 23:00:00,1.0
2009-Jan-09 23:10:00,0.9333333333333333
2009-Jan-09 23:20:00,0.8666666666666667
2009-Jan-09 23:30:00,0.8
