Zone Timestep,SURFACE 102:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 106:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 110:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 116:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2]
2009-Jan-16 15:50:00,37.78686591886272,41.37278743995957,11.983607288829564,11.983607288829571
2009-Jan-16 16:00:00,27.869165443423913,32.06389003111592,9.078159255551775,9.07815925555178
2009-Jan-16 16:10:00,6.222221467697722,6.2222190797336205,6.222221467697722,6.222221467697725
2009-Jan-16 16:20:00,0.0,0.0,0.0,0.0
2009-Jan-16 16:30:00,0.0,0.0,0.0,0.0
2009-Jan-16 16:40:00,0.0,0.0,0.0,0.0
2009-Jan-16 16:50:00,0.0,0.0,0.0,0.0
2009-Jan-16 17:00:00,0.0,0.0,0.0,0.0
2009-Jan-16 17:10:00,0.0,0.0,0.0,0.0
2009-Jan-16 17:20:00,0.0,0.0,0.0,0.0
2009-Jan-16 17:30:00,0.0,0.0,0.0,0.0
2009-Jan-16 17:40:00,0.0,0.0,0.0,0.0
2009-Jan-16 17:50:00,0.0,0.0,0.0,0.0
2009-Jan-16 18:00:00,0.0,0.0,0.0,0.0
2009-Jan-16 18:10:00,0.0,0.0,0.0,0.0
2009-Jan-16 18:20:00,0.0,0.0,0.0,0.0
2009-Jan-16 18:30:00,0.0,0.0,0.0,0.0
2009-Jan-16 18:40:00,0.0,0.0,0.0,0.0
2009-Jan-16 18:50:00,0.0,0.0,0.0,0.0
2009-Jan-16 19:00:00,0.0,0.0,0.0,0.0
2009-Jan-16 19:10:00,0.0,0.0,0.0,0.0
2009-Jan-16 19:20:00,0.0,0.0,0.0,0.0
2009-Jan-16 19:30:00,0.0,0.0,0.0,0.0
2009-Jan-16 19:40:00,0.0,0.0,0.0,0.0
2009-Jan-16 19:50:00,0.0,0.0,0.0,0.0
2009-Jan-16 20:00:00,0.0,0.0,0.0,0.0
2009-Jan-16 20:10:00,0.0,0.0,0.0,0.0
2009-Jan-16 20:20:00,0.0,0.0,0.0,0.0
2009-Jan-16 20:30:00,0.0,0.0,0.0,0.0
2009-Jan-16 20:40:00,0.0,0.0,0.0,0.0
2009-Jan-16 20:50:00,0.0,0.0,0.0,0.0
2009-Jan-16 21:00:00,0.0,0.0,0.0,0.0
2009-Jan-16 21:10:00,0.0,0.0,0.0,0.0
2009-Jan-16 21:20:00,0.0,0.0,0.0,0.0
2009-Jan-16 21:30:00,0.0,0.0,0.0,0.0
2009-Jan-16 21:40:00,0.0,0.0,0.0,0.0
2009-Jan-16 21:50:00,0.0,0.0,0.0,0.0
2009-Jan-16 22:00:00,0.0,0.0,0.0,0.0
2009-Jan-16 22:10:00,0.0,0.0,0.0,0.0
2009-Jan-16 22:20:00,0.0,0.0,0.0,0.0
2009-Jan-16 22:30:00,0.0,0.0,0.0,0.0
2009-Jan-16 22:40:00,0.0,0.0,0.0,0.0
2009-Jan-16 22:50:00,0.0,0.0,0.0,0.0
2009-Jan-16 23:00:00,0.0,0.0,0.0,0.0
2009-Jan-16 23:10:00,0.0,0.0,0.0,0.0
2009-Jan-16 23:20:00,0.0,0.0,0.0,0.0
2009-Jan-16 23:30:00,0.0,0.0,0.0,0.0
2009-Jan-16 23:40:00,0.0,0.0,0.0,0.0
2009-Jan-16 23:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 00:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 00:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 00:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 00:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 00:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 00:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 01:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 01:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 01:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 01:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 01:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 01:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 02:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 02:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 02:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 02:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 02:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 02:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 03:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 03:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 03:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 03:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 03:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 03:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 04:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 04:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 04:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 04:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 04:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 04:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 05:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 05:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 05:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 05:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 05:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 05:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 06:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 06:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 06:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 06:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 06:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 06:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 07:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 07:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 07:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 07:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 07:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 07:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 08:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 08:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 08:20:00,3.0069430400242734,3.0069418850664507,3.0069430400242734,3.006943040024275
2009-Jan-17 08:30:00,3.599807856887116,3.5998064749996947,3.599807856887116,3.599807856887118
2009-Jan-17 08:40:00,6.1137190538801995,6.113716704332109,6.1137190538801995,6.113719053880202
2009-Jan-17 08:50:00,8.635855102863488,8.635851781735221,8.635855102863488,8.635855102863491
2009-Jan-17 09:00:00,11.164095372485207,11.164091076867834,11.164095372485207,11.164095372485214
2009-Jan-17 09:10:00,13.697991282306063,13.697986009504417,13.697991282306063,13.69799128230607
2009-Jan-17 09:20:00,16.76006786420382,16.18951954438031,16.189525774179128,16.684201752388933
2009-Jan-17 09:30:00,20.051886934811904,18.653081620098238,18.653088793564578,19.77714271123327
2009-Jan-17 09:40:00,87.59796492092707,25.915082990779617,25.91509281467684,70.88497732791663
2009-Jan-17 09:50:00,137.57962460815142,31.78463201193891,31.784643760294422,102.62892406884689
2009-Jan-17 10:00:00,208.26906517075392,38.82331938322832,38.823333556130244,143.1718605390068
2009-Jan-17 10:10:00,262.0033061543503,44.90977461946118,44.909790711642046,167.02153711448994
2009-Jan-17 10:20:00,317.01077995101883,50.991562150498794,50.9915801140267,186.98920146927992
2009-Jan-17 10:30:00,373.1687058034097,57.058681045546905,57.05870083369126,203.0064041724646
2009-Jan-17 10:40:00,381.6914600008614,57.89685255492757,57.896872512861215,191.83568960607386
2009-Jan-17 10:50:00,390.4282999828549,58.68661497677098,58.68663508746522,180.37472676038746
2009-Jan-17 11:00:00,399.2662309363446,59.43281987888047,59.43284012880421,168.52576604799307
2009-Jan-17 11:10:00,408.27262057017185,60.04452194167037,60.04454227513591,156.19696820203552
2009-Jan-17 11:20:00,417.0380223079247,60.71763270551506,60.71765316137201,143.36944508517698
2009-Jan-17 11:30:00,425.6733072675391,61.35165330401506,61.351673874387856,129.99667249474876
2009-Jan-17 11:40:00,467.74544120444193,64.7938349972494,64.79385687818313,123.58165526702355
2009-Jan-17 11:50:00,485.4375815081691,66.05711932760059,66.05714149121907,109.323384589138
2009-Jan-17 12:00:00,502.70297913063547,67.28454891123317,67.28457135326386,93.72128314908093
2009-Jan-17 12:10:00,519.4651403815285,68.47110786753183,68.47113058364302,76.78272774375878
2009-Jan-17 12:20:00,535.646308174138,80.70214913045572,69.61120502531705,69.61120502531706
2009-Jan-17 12:30:00,551.1672571861504,102.44544596806202,70.698542124087,70.69854212408701
2009-Jan-17 12:40:00,536.7637178321482,120.02703140285769,69.34548820796749,69.3454882079675
2009-Jan-17 12:50:00,521.823674080859,136.50555421344222,67.9459458200576,67.94594582005762
2009-Jan-17 13:00:00,506.4110017470744,151.87108840052286,66.50381882574241,66.50381882574243
2009-Jan-17 13:10:00,490.58820069562785,166.1179653568059,65.02241908449959,65.0224190844996
2009-Jan-17 13:20:00,474.4162901958583,179.24462335207696,63.50445604942116,63.504456049421165
2009-Jan-17 13:30:00,458.60857792175074,191.53406261867482,62.0562416848567,62.056241684856715
2009-Jan-17 13:40:00,439.6949754241411,201.2667441356389,59.888293781736266,59.88829378173628
2009-Jan-17 13:50:00,398.94165370063865,199.54953071338005,55.594407121807826,55.59440712180785
2009-Jan-17 14:00:00,380.6282692469923,206.27344221741703,53.400771671321294,53.40077167132131
2009-Jan-17 14:10:00,362.54493875770856,211.97769582334095,51.18240221221127,51.182402212211294
2009-Jan-17 14:20:00,344.8000731861425,216.7540419821147,48.94057369325202,48.94057369325203
2009-Jan-17 14:30:00,327.52347380323323,220.7259532797844,46.67555014548027,46.67555014548028
2009-Jan-17 14:40:00,276.78868361430756,200.03689677494077,41.2070672471356,41.20706724713562
2009-Jan-17 14:50:00,227.47831357858473,175.89017904463304,35.76913101173535,35.769131011735354
2009-Jan-17 15:00:00,179.6794107790971,148.34355151142734,30.370845956972257,30.370845956972264
2009-Jan-17 15:10:00,116.91629921052548,103.24518273508671,24.20974124553199,24.209741245531998
2009-Jan-17 15:20:00,72.97671152516841,68.54680860625255,19.092958541693164,19.09295854169317
2009-Jan-17 15:30:00,13.722560043493386,13.711833434699688,12.965786259195477,12.965786259195482
2009-Jan-17 15:40:00,11.735361260800762,11.781349183936062,10.967335397312528,10.967335397312535
2009-Jan-17 15:50:00,9.770146871720602,9.881803354342644,8.96631545219888,8.966315452198886
2009-Jan-17 16:00:00,7.8077903937367275,7.995861064927216,6.966965770229167,6.96696577022917
2009-Jan-17 16:10:00,4.980265264698055,4.980263352039806,4.980265264698055,4.9802652646980565
2009-Jan-17 16:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 16:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 16:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 16:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 17:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 17:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 17:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 17:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 17:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 17:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 18:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 18:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 18:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 18:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 18:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 18:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 19:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 19:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 19:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 19:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 19:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 19:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 20:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 20:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 20:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 20:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 20:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 20:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 21:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 21:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 21:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 21:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 21:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 21:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 22:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 22:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 22:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 22:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 22:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 22:50:00,0.0,0.0,0.0,0.0
2009-Jan-17 23:00:00,0.0,0.0,0.0,0.0
2009-Jan-17 23:10:00,0.0,0.0,0.0,0.0
2009-Jan-17 23:20:00,0.0,0.0,0.0,0.0
2009-Jan-17 23:30:00,0.0,0.0,0.0,0.0
2009-Jan-17 23:40:00,0.0,0.0,0.0,0.0
2009-Jan-17 23:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 00:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 00:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 00:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 00:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 00:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 00:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 01:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 01:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 01:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 01:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 01:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 01:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 02:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 02:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 02:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 02:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 02:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 02:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 03:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 03:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 03:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 03:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 03:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 03:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 04:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 04:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 04:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 04:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 04:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 04:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 05:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 05:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 05:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 05:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 05:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 05:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 06:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 06:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 06:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 06:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 06:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 06:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 07:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 07:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 07:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 07:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 07:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 07:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 08:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 08:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 08:20:00,3.0049320730317994,3.004930919032292,3.0049320730317994,3.004932073031801
2009-Jan-18 08:30:00,3.5981918367620214,3.5981904556447057,3.5981918367620214,3.598191836762023
2009-Jan-18 08:40:00,8.819073025847855,7.2663935515109275,7.266396341173848,9.005492167823272
2009-Jan-18 08:50:00,15.204457707548304,10.89825125355927,10.89825543003715,15.436330027939393
2009-Jan-18 09:00:00,23.46453625788267,14.427608548108537,14.42761405836939,23.35936147896282
2009-Jan-18 09:10:00,31.313801912711913,17.943437738338645,17.943444571990458,30.246958247236215
2009-Jan-18 09:20:00,47.28450658565278,22.029126753115214,22.02913517803258,43.74559182241759
2009-Jan-18 09:30:00,56.266834431551125,25.560670720861474,25.560680469551247,50.025925836964966
2009-Jan-18 09:40:00,47.228321755673896,27.063054335811348,27.06306460910731,41.85665646800527
2009-Jan-18 09:50:00,47.66418573055485,29.165206029893383,29.16521711757011,41.703972898281506
2009-Jan-18 10:00:00,48.21265245100951,31.245924324696176,31.245936220227065,41.842881831629576
2009-Jan-18 10:10:00,48.845621390362204,33.30553792020998,33.3055506169409,42.219999589320395
2009-Jan-18 10:20:00,49.550756753320044,35.344134078346855,35.34414756936867,42.79977354362724
2009-Jan-18 10:30:00,50.32606354044025,37.36159269942713,37.36160697746549,43.55681206080891
2009-Jan-18 10:40:00,53.14716439553321,39.338179221909954,39.33819425126227,45.26364925073794
2009-Jan-18 10:50:00,56.1171416636176,41.29779328773341,41.29780906031155,46.95250993831467
2009-Jan-18 11:00:00,59.23952828517956,43.23915780702524,43.239174314132484,48.60118835010761
2009-Jan-18 11:10:00,63.08122971837687,45.092908952766386,45.09292615265104,50.30194633619407
2009-Jan-18 11:20:00,66.5343103758781,46.99201711008811,46.99203502436482,51.776274520210485
2009-Jan-18 11:30:00,70.18346634219408,48.86677725433574,48.86679587140158,53.14499531248377
2009-Jan-18 11:40:00,70.65072568423707,49.33044366151616,49.33046245534351,52.67529938020503
2009-Jan-18 11:50:00,71.3270912887944,49.77346155759718,49.7734805182374,52.219843538162785
2009-Jan-18 12:00:00,72.20091880795839,50.19610550334226,50.196124621028936,51.74605144052761
2009-Jan-18 12:10:00,73.2677919801072,50.59819125481354,50.59821051974407,51.22345783750874
2009-Jan-18 12:20:00,74.5300974307633,51.336391999666475,50.97910826988759,50.97910826988762
2009-Jan-18 12:30:00,75.99709805891582,52.766220780259154,51.33773219504554,51.33773219504557
2009-Jan-18 12:40:00,73.31078149834502,52.580293782515426,50.260947485505085,50.26094748550512
2009-Jan-18 12:50:00,70.83093697995933,52.27193309390405,49.160932891669844,49.16093289166988
2009-Jan-18 13:00:00,68.5454049964895,51.8712043541918,48.039406659882204,48.03940665988223
2009-Jan-18 13:10:00,66.44822115462318,51.40685578949442,46.89766871276615,46.89766871276617
2009-Jan-18 13:20:00,64.53963108085601,50.907994094900154,45.736618604709314,45.73661860470934
2009-Jan-18 13:30:00,62.8265914827737,50.4059505438665,44.55675276602751,44.55675276602753
2009-Jan-18 13:40:00,75.26210313809625,55.65898424188872,44.16860528994641,44.168605289946434
2009-Jan-18 13:50:00,102.8684691420975,68.72815091010408,44.34348595647326,44.34348595647328
2009-Jan-18 14:00:00,115.68453523360887,77.24195045576508,43.77683771964678,43.77683771964679
2009-Jan-18 14:10:00,128.48199170091988,87.10831622897818,43.14413373473631,43.14413373473633
2009-Jan-18 14:20:00,159.3253109950966,109.16503482045815,43.7992925917708,43.799292591770815
2009-Jan-18 14:30:00,171.66983280077008,122.60240295111753,42.986744204469915,42.98674420446993
2009-Jan-18 14:40:00,151.73098351176796,114.91667943606733,39.0457394207976,39.04573942079762
2009-Jan-18 14:50:00,132.33283088577883,106.0901229957248,35.08160558617069,35.0816055861707
2009-Jan-18 15:00:00,98.13645650032464,83.82106419165248,29.988335774792706,29.988335774792716
2009-Jan-18 15:10:00,80.51526746415261,72.47306812565179,26.092584897400666,26.092584897400677
2009-Jan-18 15:20:00,63.42146743241542,60.03396332058434,22.199185668195746,22.199185668195756
2009-Jan-18 15:30:00,46.77159706665853,46.40744356228456,18.312303699301136,18.312303699301147
2009-Jan-18 15:40:00,39.95111241154269,41.450523749597814,15.422636391744764,15.42263639174477
2009-Jan-18 15:50:00,31.43422730090876,34.08203918477124,12.529900501721645,12.529900501721652
2009-Jan-18 16:00:00,23.380221813737506,26.467376258726695,9.64331777587663,9.643317775876636
2009-Jan-18 16:10:00,6.782783110178941,6.782780501866499,6.782783110178941,6.782783110178944
2009-Jan-18 16:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 16:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 16:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 16:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 17:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 17:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 17:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 17:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 17:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 17:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 18:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 18:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 18:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 18:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 18:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 18:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 19:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 19:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 19:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 19:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 19:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 19:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 20:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 20:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 20:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 20:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 20:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 20:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 21:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 21:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 21:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 21:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 21:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 21:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 22:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 22:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 22:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 22:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 22:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 22:50:00,0.0,0.0,0.0,0.0
2009-Jan-18 23:00:00,0.0,0.0,0.0,0.0
2009-Jan-18 23:10:00,0.0,0.0,0.0,0.0
2009-Jan-18 23:20:00,0.0,0.0,0.0,0.0
2009-Jan-18 23:30:00,0.0,0.0,0.0,0.0
2009-Jan-18 23:40:00,0.0,0.0,0.0,0.0
2009-Jan-18 23:50:00,0.0,0.0,0.0,0.0
2009-Jan-19 00:00:00,0.0,0.0,0.0,0.0
2009-Jan-19 00:10:00,0.0,0.0,0.0,0.0
2009-Jan-19 00:20:00,0.0,0.0,0.0,0.0
2009-Jan-19 00:30:00,0.0,0.0,0.0,0.0
2009-Jan-19 00:40:00,0.0,0.0,0.0,0.0
2009-Jan-19 00:50:00,0.0,0.0,0.0,0.0
2009-Jan-19 01:00:00,0.0,0.0,0.0,0.0
2009-Jan-19 01:10:00,0.0,0.0,0.0,0.0
2009-Jan-19 01:20:00,0.0,0.0,0.0,0.0
2009-Jan-19 01:30:00,0.0,0.0,0.0,0.0
2009-Jan-19 01:40:00,0.0,0.0,0.0,0.0
2009-Jan-19 01:50:00,0.0,0.0,0.0,0.0
2009-Jan-19 02:00:00,0.0,0.0,0.0,0.0
2009-Jan-19 02:10:00,0.0,0.0,0.0,0.0
2009-Jan-19 02:20:00,0.0,0.0,0.0,0.0
2009-Jan-19 02:30:00,0.0,0.0,0.0,0.0
2009-Jan-19 02:40:00,0.0,0.0,0.0,0.0
2009-Jan-19 02:50:00,0.0,0.0,0.0,0.0
2009-Jan-19 03:00:00,0.0,0.0,0.0,0.0
2009-Jan-19 03:10:00,0.0,0.0,0.0,0.0
2009-Jan-19 03:20:00,0.0,0.0,0.0,0.0
2009-Jan-19 03:30:00,0.0,0.0,0.0,0.0
2009-Jan-19 03:40:00,0.0,0.0,0.0,0.0
2009-Jan-19 03:50:00,0.0,0.0,0.0,0.0
2009-Jan-19 04:00:00,0.0,0.0,0.0,0.0
2009-Jan-19 04:10:00,0.0,0.0,0.0,0.0
2009-Jan-19 04:20:00,0.0,0.0,0.0,0.0
2009-Jan-19 04:30:00,0.0,0.0,0.0,0.0
2009-Jan-19 04:40:00,0.0,0.0,0.0,0.0
2009-Jan-19 04:50:00,0.0,0.0,0.0,0.0
2009-Jan-19 05:00:00,0.0,0.0,0.0,0.0
2009-Jan-19 05:10:00,0.0,0.0,0.0,0.0
2009-Jan-19 05:20:00,0.0,0.0,0.0,0.0
2009-Jan-19 05:30:00,0.0,0.0,0.0,0.0
2009-Jan-19 05:40:00,0.0,0.0,0.0,0.0
2009-Jan-19 05:50:00,0.0,0.0,0.0,0.0
2009-Jan-19 06:00:00,0.0,0.0,0.0,0.0
2009-Jan-19 06:10:00,0.0,0.0,0.0,0.0
2009-Jan-19 06:20:00,0.0,0.0,0.0,0.0
2009-Jan-19 06:30:00,0.0,0.0,0.0,0.0
2009-Jan-19 06:40:00,0.0,0.0,0.0,0.0
2009-Jan-19 06:50:00,0.0,0.0,0.0,0.0
2009-Jan-19 07:00:00,0.0,0.0,0.0,0.0
2009-Jan-19 07:10:00,0.0,0.0,0.0,0.0
2009-Jan-19 07:20:00,0.0,0.0,0.0,0.0
2009-Jan-19 07:30:00,0.0,0.0,0.0,0.0
2009-Jan-19 07:40:00,0.0,0.0,0.0,0.0
2009-Jan-19 07:50:00,0.0,0.0,0.0,0.0
2009-Jan-19 08:00:00,0.0,0.0,0.0,0.0
2009-Jan-19 08:10:00,0.0,0.0,0.0,0.0
2009-Jan-19 08:20:00,11.767785290042424,6.63546113083706,6.635463657537987,13.598969778533736
2009-Jan-19 08:30:00,11.63391933752142,8.122792562079079,8.122795670481336,12.553211419498759
2009-Jan-19 08:40:00,29.66653482226195,12.94919517687163,12.9492000892189,32.31224707905468
2009-Jan-19 08:50:00,59.696834212842035,18.1714711320735,18.171478023122738,63.03160663610609
2009-Jan-19 09:00:00,82.25606584395128,23.00781340582946,23.007822078476842,82.4908882522058
