Zone Timestep,SURFACE 102:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 106:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 110:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2],SURFACE 116:Surface Outside Face Incident Solar Radiation Rate per Area[W/m2]
2009-Jan-08 22:30:00,0.0,0.0,0.0,0.0
2009-Jan-08 22:40:00,0.0,0.0,0.0,0.0
2009-Jan-08 22:50:00,0.0,0.0,0.0,0.0
2009-Jan-08 23:00:00,0.0,0.0,0.0,0.0
2009-Jan-08 23:10:00,0.0,0.0,0.0,0.0
2009-Jan-08 23:20:00,0.0,0.0,0.0,0.0
2009-Jan-08 23:30:00,0.0,0.0,0.0,0.0
2009-Jan-08 23:40:00,0.0,0.0,0.0,0.0
2009-Jan-08 23:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 00:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 00:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 00:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 00:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 00:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 00:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 01:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 01:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 01:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 01:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 01:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 01:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 02:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 02:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 02:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 02:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 02:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 02:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 03:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 03:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 03:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 03:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 03:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 03:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 04:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 04:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 04:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 04:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 04:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 04:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 05:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 05:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 05:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 05:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 05:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 05:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 06:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 06:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 06:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 06:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 06:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 06:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 07:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 07:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 07:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 07:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 07:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 07:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 08:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 08:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 08:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 08:30:00,1.531265520917058,1.531264934164273,1.531265520917058,1.5312655209170587
2009-Jan-09 08:40:00,2.730588943329426,2.7305878962393986,2.730588943329426,2.7305889433294275
2009-Jan-09 08:50:00,3.9324888565351404,3.9324873478800577,3.9324888565351404,3.9324888565351426
2009-Jan-09 09:00:00,5.136464497723267,5.136462526513952,5.136464497723267,5.136464497723269
2009-Jan-09 09:10:00,6.342479871879003,6.342477437143433,6.342479871879003,6.342479871879006
2009-Jan-09 09:20:00,7.550546528479058,7.550543629239704,7.550546528479058,7.550546528479061
2009-Jan-09 09:30:00,8.760663140411662,8.76065977569163,8.760663140411662,8.760663140411667
2009-Jan-09 09:40:00,10.408654948170886,10.408650949015213,10.408654948170886,10.408654948170891
2009-Jan-09 09:50:00,12.060128509574207,12.060123874323677,12.060128509574207,12.060128509574216
2009-Jan-09 10:00:00,13.714942110118233,13.714936837181172,13.714942110118233,13.71494211011824
2009-Jan-09 10:10:00,15.373001722589878,15.372995810419415,15.373001722589878,15.373001722589885
2009-Jan-09 10:20:00,17.034246215279506,17.034239662357905,17.034246215279506,17.034246215279513
2009-Jan-09 10:30:00,18.698641337107208,18.698634141933056,18.698641337107208,18.69864133710722
2009-Jan-09 10:40:00,19.748950941773163,19.74894334138866,19.748950941773163,19.748950941773174
2009-Jan-09 10:50:00,20.8008533665755,20.8008453602216,20.8008533665755,20.80085336657551
2009-Jan-09 11:00:00,21.854323391651004,21.854314978580682,21.854323391651004,21.854323391651015
2009-Jan-09 11:10:00,22.909358689321344,22.90934986878867,22.909358689321344,22.90935868932136
2009-Jan-09 11:20:00,23.965982721349903,23.965973492597776,23.965982721349903,23.965982721349913
2009-Jan-09 11:30:00,25.02424880019525,25.024239162441166,25.02424880019525,25.024248800195263
2009-Jan-09 11:40:00,25.198449924774142,25.198440219890287,25.198449924774142,25.198449924774152
2009-Jan-09 11:50:00,25.380268392839184,25.380258617195558,25.380268392839184,25.380268392839195
2009-Jan-09 12:00:00,25.555979368800017,25.55596952530711,25.555979368800017,25.55597936880003
2009-Jan-09 12:10:00,25.732492817721987,25.732482905997387,25.732492817721987,25.732492817722
2009-Jan-09 12:20:00,25.909824998897093,25.90981501855064,25.909824998897093,25.909824998897108
2009-Jan-09 12:30:00,26.088041141340387,26.088031091950832,26.088041141340387,26.0880411413404
2009-Jan-09 12:40:00,25.380943789487226,25.380934013521742,25.380943789487226,25.38094378948724
2009-Jan-09 12:50:00,24.668325917082484,24.668316417171845,24.668325917082484,24.668325917082495
2009-Jan-09 13:00:00,23.96366581200696,23.963656584358944,23.96366581200696,23.963665812006973
2009-Jan-09 13:10:00,23.260067921148995,23.260058965257407,23.260067921148995,23.26006792114901
2009-Jan-09 13:20:00,22.55754034915125,22.55753166450603,22.55754034915125,22.55754034915126
2009-Jan-09 13:30:00,21.856125747180425,21.8561173332512,21.856125747180425,21.856125747180435
2009-Jan-09 13:40:00,22.127742997686955,22.127734478147246,22.127742997686955,22.127742997686966
2009-Jan-09 13:50:00,22.402170702450725,22.402162075961236,22.402170702450725,22.402170702450736
2009-Jan-09 14:00:00,22.68027188206446,22.680263146874616,22.68027188206446,22.680271882064474
2009-Jan-09 14:10:00,23.411507803622808,23.16853774305857,22.907554480177705,22.907554480177716
2009-Jan-09 14:20:00,24.995957944548596,24.15506474995207,23.047492848930567,23.04749284893058
2009-Jan-09 14:30:00,27.10518850916054,25.608058046075513,23.157943509964706,23.157943509964717
2009-Jan-09 14:40:00,21.90344174512215,21.288781279653584,20.012430882837627,20.012430882837638
2009-Jan-09 14:50:00,16.837474311378568,16.837467828400303,16.837474311378568,16.837474311378575
2009-Jan-09 15:00:00,13.498976228657138,13.498971034810202,13.498976228657138,13.498976228657146
2009-Jan-09 15:10:00,10.17447069704846,10.174466785664773,10.17447069704846,10.174470697048465
2009-Jan-09 15:20:00,6.867204883382808,6.867202246246879,6.867204883382808,6.867204883382811
2009-Jan-09 15:30:00,3.583711141712035,3.5837097674954146,3.583711141712035,3.583711141712037
2009-Jan-09 15:40:00,2.9853826075044614,2.9853814628211444,2.9853826075044614,2.9853826075044636
2009-Jan-09 15:50:00,2.387931474450723,2.3879305588825885,2.387931474450723,2.3879314744507245
2009-Jan-09 16:00:00,1.7908557341972076,1.7908550475653637,1.7908557341972076,1.7908557341972084
2009-Jan-09 16:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 16:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 16:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 16:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 16:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 17:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 17:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 17:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 17:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 17:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 17:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 18:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 18:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 18:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 18:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 18:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 18:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 19:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 19:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 19:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 19:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 19:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 19:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 20:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 20:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 20:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 20:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 20:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 20:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 21:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 21:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 21:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 21:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 21:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 21:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 22:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 22:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 22:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 22:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 22:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 22:50:00,0.0,0.0,0.0,0.0
2009-Jan-09 23:00:00,0.0,0.0,0.0,0.0
2009-Jan-09 23:10:00,0.0,0.0,0.0,0.0
2009-Jan-09 23:20:00,0.0,0.0,0.0,0.0
2009-Jan-09 23:30:00,0.0,0.0,0.0,0.0
2009-Jan-09 23:40:00,0.0,0.0,0.0,0.0
2009-Jan-09 23:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 00:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 00:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 00:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 00:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 00:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 00:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 01:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 01:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 01:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 01:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 01:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 01:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 02:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 02:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 02:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 02:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 02:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 02:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 03:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 03:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 03:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 03:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 03:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 03:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 04:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 04:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 04:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 04:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 04:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 04:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 05:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 05:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 05:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 05:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 05:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 05:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 06:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 06:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 06:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 06:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 06:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 06:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 07:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 07:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 07:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 07:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 07:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 07:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 08:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 08:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 08:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 08:30:00,1.531049920542655,1.5310493338926132,1.531049920542655,1.5310499205426558
2009-Jan-10 08:40:00,3.942244412007306,3.942242898703267,3.942244412007306,3.9422444120073084
2009-Jan-10 08:50:00,6.368725956548278,6.368723509305282,6.368725956548278,6.368725956548283
2009-Jan-10 09:00:00,8.803458529148154,8.803455144034215,8.803458529148154,8.803458529148157
2009-Jan-10 09:10:00,11.244536486667183,11.24453216065845,11.244536486667183,11.24453648666719
2009-Jan-10 09:20:00,13.69140065973409,13.691395390073167,13.69140065973409,13.691400659734096
2009-Jan-10 09:30:00,16.321480768065364,16.12805762828372,16.128063836735603,16.2777772357803
2009-Jan-10 09:40:00,28.39774735454425,20.481415935627524,20.48142377016416,26.156509356493267
2009-Jan-10 09:50:00,40.99462251765722,24.78976186981105,24.789771301653523,35.49888966626125
2009-Jan-10 10:00:00,64.62105210806813,29.728350850504306,29.728362173305825,50.898235409087675
2009-Jan-10 10:10:00,79.84752250193675,33.96377161933539,33.96378449198807,59.42061665981159
2009-Jan-10 10:20:00,95.51037891586148,38.14035533336138,38.1403697225031,67.08798835483205
2009-Jan-10 10:30:00,111.63234715021615,42.25578518422171,42.25580105610144,73.87866990977413
2009-Jan-10 10:40:00,130.80974707077687,45.18119838527507,45.18121522728987,80.15526244694556
2009-Jan-10 10:50:00,150.61937200774912,48.09316065461001,48.093178449402224,85.2224850272078
2009-Jan-10 11:00:00,171.02477770836,50.9844713538111,50.98449008262661,89.01317094651701
2009-Jan-10 11:10:00,212.25365339197285,55.3582089077023,55.35822927014534,98.06701293329502
2009-Jan-10 11:20:00,233.9542699153769,58.2068278669456,58.206849131497606,98.34632181210237
2009-Jan-10 11:30:00,256.0760293205401,61.005136677051745,61.005158817139495,97.12228160192402
2009-Jan-10 11:40:00,244.82561537087312,60.54782308811929,60.54784514371728,86.77922327318247
2009-Jan-10 11:50:00,232.89959900265652,60.20184412442485,60.20186615754207,77.45500759452204
2009-Jan-10 12:00:00,200.1578434271357,58.27045230881714,58.27047357128876,66.4622448468266
2009-Jan-10 12:10:00,188.48865358397555,57.8224858369961,57.822507041479206,59.87140266505001
2009-Jan-10 12:20:00,177.11844042757906,60.48528363726592,57.331246649187975,57.331246649187996
2009-Jan-10 12:30:00,166.08479819782656,64.27592611916447,56.80098718811603,56.80098718811605
2009-Jan-10 12:40:00,148.2618721096069,64.47101855779282,54.04827431470238,54.04827431470241
2009-Jan-10 12:50:00,131.03704429496472,63.44853020141849,51.22741911177906,51.22741911177908
2009-Jan-10 13:00:00,113.4877497932215,61.201257444735354,48.45452813272329,48.454528132723304
2009-Jan-10 13:10:00,81.57907613684975,53.64124305063531,44.8477868065611,44.847786806561125
2009-Jan-10 13:20:00,67.2223744024392,49.03614344338792,41.84599456618229,41.84599456618231
2009-Jan-10 13:30:00,53.29182999584583,43.56432108933805,38.81880064733485,38.81880064733487
2009-Jan-10 13:40:00,48.89114204875193,41.07764841854417,36.4206422197543,36.42064221975432
2009-Jan-10 13:50:00,44.65471630746842,38.475022218165606,33.99990957850142,33.99990957850144
2009-Jan-10 14:00:00,40.561478871264,35.769694229124156,31.5587098570621,31.55870985706212
2009-Jan-10 14:10:00,36.59255095366643,32.97173499937127,29.098910066755618,29.098910066755636
2009-Jan-10 14:20:00,32.73044885861148,30.088074632666036,26.622173787633965,26.62217378763398
2009-Jan-10 14:30:00,28.958183059172377,27.122208600066806,24.12999188537383,24.129991885373844
2009-Jan-10 14:40:00,24.49538858720427,23.456504518471036,21.30832695624906,21.308326956249072
2009-Jan-10 14:50:00,20.085186194988513,19.649677438843202,18.468909159792798,18.46890915979281
2009-Jan-10 15:00:00,15.70282722233895,15.68372591523089,15.61207199491319,15.6120719949132
2009-Jan-10 15:10:00,12.637042893642473,12.637038031121026,12.637042893642473,12.63704289364248
2009-Jan-10 15:20:00,9.664705293815874,9.664701577703626,9.664705293815874,9.664705293815878
2009-Jan-10 15:30:00,6.704395136852562,6.704392561417903,6.704395136852562,6.704395136852566
2009-Jan-10 15:40:00,5.586497235727959,5.586495089770068,5.586497235727959,5.586497235727963
2009-Jan-10 15:50:00,4.470184916457083,4.47018319922036,4.470184916457083,4.470184916457086
2009-Jan-10 16:00:00,3.354015122681302,3.354013834097827,3.354015122681302,3.3540151226813038
2009-Jan-10 16:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 16:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 16:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 16:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 16:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 17:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 17:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 17:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 17:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 17:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 17:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 18:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 18:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 18:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 18:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 18:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 18:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 19:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 19:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 19:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 19:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 19:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 19:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 20:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 20:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 20:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 20:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 20:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 20:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 21:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 21:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 21:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 21:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 21:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 21:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 22:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 22:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 22:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 22:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 22:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 22:50:00,0.0,0.0,0.0,0.0
2009-Jan-10 23:00:00,0.0,0.0,0.0,0.0
2009-Jan-10 23:10:00,0.0,0.0,0.0,0.0
2009-Jan-10 23:20:00,0.0,0.0,0.0,0.0
2009-Jan-10 23:30:00,0.0,0.0,0.0,0.0
2009-Jan-10 23:40:00,0.0,0.0,0.0,0.0
2009-Jan-10 23:50:00,0.0,0.0,0.0,0.0
2009-Jan-11 00:00:00,0.0,0.0,0.0,0.0
2009-Jan-11 00:10:00,0.0,0.0,0.0,0.0
2009-Jan-11 00:20:00,0.0,0.0,0.0,0.0
2009-Jan-11 00:30:00,0.0,0.0,0.0,0.0
2009-Jan-11 00:40:00,0.0,0.0,0.0,0.0
2009-Jan-11 00:50:00,0.0,0.0,0.0,0.0
2009-Jan-11 01:00:00,0.0,0.0,0.0,0.0
2009-Jan-11 01:10:00,0.0,0.0,0.0,0.0
2009-Jan-11 01:20:00,0.0,0.0,0.0,0.0
2009-Jan-11 01:30:00,0.0,0.0,0.0,0.0
2009-Jan-11 01:40:00,0.0,0.0,0.0,0.0
2009-Jan-11 01:50:00,0.0,0.0,0.0,0.0
2009-Jan-11 02:00:00,0.0,0.0,0.0,0.0
2009-Jan-11 02:10:00,0.0,0.0,0.0,0.0
2009-Jan-11 02:20:00,0.0,0.0,0.0,0.0
2009-Jan-11 02:30:00,0.0,0.0,0.0,0.0
2009-Jan-11 02:40:00,0.0,0.0,0.0,0.0
2009-Jan-11 02:50:00,0.0,0.0,0.0,0.0
2009-Jan-11 03:00:00,0.0,0.0,0.0,0.0
2009-Jan-11 03:10:00,0.0,0.0,0.0,0.0
2009-Jan-11 03:20:00,0.0,0.0,0.0,0.0
2009-Jan-11 03:30:00,0.0,0.0,0.0,0.0
2009-Jan-11 03:40:00,0.0,0.0,0.0,0.0
2009-Jan-11 03:50:00,0.0,0.0,0.0,0.0
2009-Jan-11 04:00:00,0.0,0.0,0.0,0.0
2009-Jan-11 04:10:00,0.0,0.0,0.0,0.0
2009-Jan-11 04:20:00,0.0,0.0,0.0,0.0
2009-Jan-11 04:30:00,0.0,0.0,0.0,0.0
2009-Jan-11 04:40:00,0.0,0.0,0.0,0.0
2009-Jan-11 04:50:00,0.0,0.0,0.0,0.0
2009-Jan-11 05:00:00,0.0,0.0,0.0,0.0
2009-Jan-11 05:10:00,0.0,0.0,0.0,0.0
2009-Jan-11 05:20:00,0.0,0.0,0.0,0.0
2009-Jan-11 05:30:00,0.0,0.0,0.0,0.0
2009-Jan-11 05:40:00,0.0,0.0,0.0,0.0
2009-Jan-11 05:50:00,0.0,0.0,0.0,0.0
2009-Jan-11 06:00:00,0.0,0.0,0.0,0.0
2009-Jan-11 06:10:00,0.0,0.0,0.0,0.0
2009-Jan-11 06:20:00,0.0,0.0,0.0,0.0
2009-Jan-11 06:30:00,0.0,0.0,0.0,0.0
2009-Jan-11 06:40:00,0.0,0.0,0.0,0.0
2009-Jan-11 06:50:00,0.0,0.0,0.0,0.0
2009-Jan-11 07:00:00,0.0,0.0,0.0,0.0
2009-Jan-11 07:10:00,0.0,0.0,0.0,0.0
2009-Jan-11 07:20:00,0.0,0.0,0.0,0.0
2009-Jan-11 07:30:00,0.0,0.0,0.0,0.0
2009-Jan-11 07:40:00,0.0,0.0,0.0,0.0
2009-Jan-11 07:50:00,0.0,0.0,0.0,0.0
2009-Jan-11 08:00:00,0.0,0.0,0.0,0.0
2009-Jan-11 08:10:00,0.0,0.0,0.0,0.0
2009-Jan-11 08:20:00,0.0,0.0,0.0,0.0
2009-Jan-11 08:30:00,1.5308253146122333,1.5308247280692264,1.5308253146122333,1.5308253146122341
2009-Jan-11 08:40:00,2.7297256357174167,2.7297245890387933,2.7297256357174167,2.729725635717418
2009-Jan-11 08:50:00,3.9313805462345743,3.9313790381076505,3.9313805462345743,3.9313805462345766
2009-Jan-11 09:00:00,5.1352229503508,5.135220979733138,5.1352229503508,5.135222950350802
2009-Jan-11 09:10:00,6.341166192152475,6.341163758042931,6.341166192152475,6.341166192152477
2009-Jan-11 09:20:00,7.549193898985741,7.549191000390977,7.549193898985741,7.549193898985744
2009-Jan-11 09:30:00,8.75928919504253,8.759285830977246,8.75928919504253,8.759289195042536
2009-Jan-11 09:40:00,10.494269223484213,10.494265191471937,10.494269223484213,10.494269223484219
2009-Jan-11 09:50:00,12.233139426349467,12.233134724536356,12.233139426349467,12.233139426349474
2009-Jan-11 10:00:00,13.975704926270007,13.975699552895088,13.975704926270007,13.975704926270014
2009-Jan-11 10:10:00,15.721837660302166,15.721831613665493,15.721837660302166,15.721837660302175
2009-Jan-11 10:20:00,17.47145439655112,17.471447674992415,17.47145439655112,17.47145439655113
2009-Jan-11 10:30:00,19.224506692961363,19.224499294843426,19.224506692961363,19.224506692961373
2009-Jan-11 10:40:00,20.275201723470282,20.275193919958323,20.275201723470282,20.275201723470296
2009-Jan-11 10:50:00,21.327493248852456,21.327485039185675,21.327493248852456,21.327493248852466
2009-Jan-11 11:00:00,22.38134954371607,22.38134092714879,22.38134954371607,22.381349543716084
2009-Jan-11 11:10:00,23.43676209053572,23.436753066326315,23.43676209053572,23.436762090535733
2009-Jan-11 11:20:00,24.49374817979903,24.493738747197636,24.49374817979903,24.49374817979904
2009-Jan-11 11:30:00,25.552354702244955,25.552344860479366,25.552354702244955,25.55235470224497
2009-Jan-11 11:40:00,25.73345341762076,25.73344350543839,25.73345341762076,25.733453417620773
2009-Jan-11 11:50:00,25.908358415662995,25.90834843601543,25.908358415662995,25.908358415663013
2009-Jan-11 12:00:00,26.08408673275239,26.084076685247283,26.08408673275239,26.0840867327524
2009-Jan-11 12:10:00,26.26060237707899,26.260592261341145,26.26060237707899,26.260602377079003
2009-Jan-11 12:20:00,26.437916865989145,26.437906681637877,26.437916865989145,26.43791686598916
2009-Jan-11 12:30:00,26.616090098699452,26.616079845325523,26.616090098699452,26.616090098699466
2009-Jan-11 12:40:00,25.90870497392913,25.908694994116416,25.90870497392913,25.90870497392914
2009-Jan-11 12:50:00,25.20253510434559,25.202525397514965,25.20253510434559,25.2025351043456
2009-Jan-11 13:00:00,24.49091242613571,24.49090299488568,24.49091242613571,24.490912426135722
2009-Jan-11 13:10:00,23.78696996400486,23.78696080467546,23.78696996400486,23.786969964004875
2009-Jan-11 13:20:00,23.084079163353874,23.08407027544394,23.084079163353874,23.084079163353888
2009-Jan-11 13:30:00,22.382282347689603,22.382273730677802,22.382282347689603,22.382282347689618
2009-Jan-11 13:40:00,20.97564714522032,20.975639071454225,20.97564714522032,20.97564714522033
