Zone Timestep,THERMAL ZONE 1:Zone Air Temperature[C]
2009-Jan-04 19:30:00,15.625285873994436
2009-Jan-04 19:40:00,15.635455146447821
2009-Jan-04 19:50:00,15.642739742125546
2009-Jan-04 20:00:00,15.648278100274378
2009-Jan-04 20:10:00,15.428669607404144
2009-Jan-04 20:20:00,15.193744840938928
2009-Jan-04 20:30:00,15.074986152246753
2009-Jan-04 20:40:00,15.034038271379288
2009-Jan-04 20:50:00,15.000684643973383
2009-Jan-04 21:00:00,14.948642945338891
2009-Jan-04 21:10:00,14.887086629941784
2009-Jan-04 21:20:00,14.828026518427324
2009-Jan-04 21:30:00,14.774033059243648
2009-Jan-04 21:40:00,14.722441557463227
2009-Jan-04 21:50:00,14.671071119074504
2009-Jan-04 22:00:00,14.6194313281048
2009-Jan-04 22:10:00,14.16645202750701
2009-Jan-04 22:20:00,13.713465281485952
2009-Jan-04 22:30:00,13.547996937602964
2009-Jan-04 22:40:00,13.517985671873529
2009-Jan-04 22:50:00,13.472333031986933
2009-Jan-04 23:00:00,13.383266525878994
2009-Jan-04 23:10:00,13.274611453950188
2009-Jan-04 23:20:00,13.188826262205843
2009-Jan-04 23:30:00,13.126282380849243
2009-Jan-04 23:40:00,13.070830682876583
2009-Jan-04 23:50:00,13.013554913036062
2009-Jan-05 00:00:00,12.954727677274562
2009-Jan-05 00:10:00,12.932506993911469
2009-Jan-05 00:20:00,12.951268020772496
2009-Jan-05 00:30:00,12.98782049114555
2009-Jan-05 00:40:00,13.025902772690014
2009-Jan-05 00:50:00,13.06287567461048
2009-Jan-05 01:00:00,13.101683492769709
2009-Jan-05 01:10:00,13.123057091419017
2009-Jan-05 01:20:00,13.129888009997993
2009-Jan-05 01:30:00,13.133268847547383
2009-Jan-05 01:40:00,13.13896924066618
2009-Jan-05 01:50:00,13.146795015635591
2009-Jan-05 02:00:00,13.15512457808198
2009-Jan-05 02:10:00,13.134795334185387
2009-Jan-05 02:20:00,13.090508881502068
