Zone Timestep,ZONE HVAC BASEBOARD RAD CONV WATER:Baseboard Total Heating Rate[W]
2009-Jan-03 20:20:00,1001.2925396711864
2009-Jan-03 20:30:00,1006.9940895845893
2009-Jan-03 20:40:00,1003.2657413856854
2009-Jan-03 20:50:00,1005.0249740889628
2009-Jan-03 21:00:00,1005.0066437055077
2009-Jan-03 21:10:00,1004.7378859912637
2009-Jan-03 21:20:00,1004.7044866561498
2009-Jan-03 21:30:00,1002.852373440615
2009-Jan-03 21:40:00,1004.6623416251396
2009-Jan-03 21:50:00,1002.814314235541
2009-Jan-03 22:00:00,1004.6240128444892
2009-Jan-03 22:10:00,0.0
2009-Jan-03 22:20:00,0.0
2009-Jan-03 22:30:00,0.0
2009-Jan-03 22:40:00,0.0
2009-Jan-03 22:50:00,0.0
2009-Jan-03 23:00:00,0.0
2009-Jan-03 23:10:00,0.0
2009-Jan-03 23:20:00,0.0
2009-Jan-03 23:30:00,303.3529172934637
2009-Jan-03 23:40:00,317.0475755113343
2009-Jan-03 23:50:00,320.6341522339498
2009-Jan-04 00:00:00,353.14493761997346
2009-Jan-04 00:10:00,395.08092243075646
2009-Jan-04 00:20:00,415.18291314457355
2009-Jan-04 00:30:00,474.764265778569
2009-Jan-04 00:40:00,495.7507493036393
2009-Jan-04 00:50:00,510.2607893884726
2009-Jan-04 01:00:00,528.1736114013424
2009-Jan-04 01:10:00,546.0081904153864
2009-Jan-04 01:20:00,562.9770996047945
2009-Jan-04 01:30:00,577.6792073997531
2009-Jan-04 01:40:00,553.7973305709053
2009-Jan-04 01:50:00,562.1050552041445
2009-Jan-04 02:00:00,573.2025817335083
2009-Jan-04 02:10:00,580.103696215439
2009-Jan-04 02:20:00,589.7374929132901
2009-Jan-04 02:30:00,596.5749631745899
2009-Jan-04 02:40:00,606.1335711224668
2009-Jan-04 02:50:00,611.6043353060971
2009-Jan-04 03:00:00,621.069694043824
2009-Jan-04 03:10:00,633.1467992321183
2009-Jan-04 03:20:00,645.8202436315854
2009-Jan-04 03:30:00,659.7339016476587
2009-Jan-04 03:40:00,671.63738284976
2009-Jan-04 03:50:00,683.3790946197561
2009-Jan-04 04:00:00,696.5964373824283
2009-Jan-04 04:10:00,703.0544451641969
2009-Jan-04 04:20:00,712.1696648217703
2009-Jan-04 04:30:00,718.659960316794
2009-Jan-04 04:40:00,727.7633046523001
2009-Jan-04 04:50:00,732.8590357707732
2009-Jan-04 05:00:00,741.8493491146444
2009-Jan-04 05:10:00,709.6898918311764
2009-Jan-04 05:20:00,717.5046369764982
2009-Jan-04 05:30:00,718.7878058214047
2009-Jan-04 05:40:00,722.648808804961
2009-Jan-04 05:50:00,727.9124591003294
2009-Jan-04 06:00:00,729.162836706066
2009-Jan-04 06:10:00,2700.1263208409064
2009-Jan-04 06:20:00,2594.950816059881
2009-Jan-04 06:30:00,2468.9588789269037
2009-Jan-04 06:40:00,2465.034784895581
2009-Jan-04 06:50:00,1859.5117873366721
2009-Jan-04 07:00:00,1718.461911598262
2009-Jan-04 07:10:00,1602.9099178151962
2009-Jan-04 07:20:00,1499.077031823019
2009-Jan-04 07:30:00,1431.2952827077509
2009-Jan-04 07:40:00,1379.4466176342098
2009-Jan-04 07:50:00,1340.608992203525
2009-Jan-04 08:00:00,1309.8216191906267
2009-Jan-04 08:10:00,413.3451708837837
2009-Jan-04 08:20:00,449.7439794570545
2009-Jan-04 08:30:00,424.46379717149864
2009-Jan-04 08:40:00,425.71372310899824
2009-Jan-04 08:50:00,420.57544839666946
2009-Jan-04 09:00:00,416.6748451263181
2009-Jan-04 09:10:00,410.9591924628259
2009-Jan-04 09:20:00,405.840621192766
2009-Jan-04 09:30:00,400.7147623707458
2009-Jan-04 09:40:00,396.2043602446265
2009-Jan-04 09:50:00,391.7629849405503
2009-Jan-04 10:00:00,387.2645416750426
2009-Jan-04 10:10:00,378.21759240081315
2009-Jan-04 10:20:00,371.21060931472107
2009-Jan-04 10:30:00,409.53438624730836
2009-Jan-04 10:40:00,407.7195367866707
2009-Jan-04 10:50:00,398.7684928053484
2009-Jan-04 11:00:00,296.25371171254636
2009-Jan-04 11:10:00,281.1735987675054
2009-Jan-04 11:20:00,273.57539193179025
2009-Jan-04 11:30:00,262.0584288045863
2009-Jan-04 11:40:00,218.76065215831701
2009-Jan-04 11:50:00,209.5580838904712
2009-Jan-04 12:00:00,203.16207115251984
2009-Jan-04 12:10:00,365.8652249640213
2009-Jan-04 12:20:00,352.3121659066237
2009-Jan-04 12:30:00,349.0424120182487
2009-Jan-04 12:40:00,343.8589773672378
2009-Jan-04 12:50:00,339.387803667525
2009-Jan-04 13:00:00,334.7798532123874
2009-Jan-04 13:10:00,161.59782023367387
2009-Jan-04 13:20:00,163.44924001586432
2009-Jan-04 13:30:00,156.46561965159756
2009-Jan-04 13:40:00,154.81134293178462
2009-Jan-04 13:50:00,152.82780689850117
2009-Jan-04 14:00:00,151.18079962008414
2009-Jan-04 14:10:00,188.09637047488837
2009-Jan-04 14:20:00,223.23398160009444
2009-Jan-04 14:30:00,227.48805107993326
2009-Jan-04 14:40:00,230.81476480441717
2009-Jan-04 14:50:00,233.80958052272518
2009-Jan-04 15:00:00,236.1757276849567
2009-Jan-04 15:10:00,243.35152578784118
2009-Jan-04 15:20:00,248.9696128762189
2009-Jan-04 15:30:00,255.55148953665613
2009-Jan-04 15:40:00,260.01642482768136
2009-Jan-04 15:50:00,265.9391110084469
2009-Jan-04 16:00:00,272.3424902032992
2009-Jan-04 16:10:00,277.828582643046
2009-Jan-04 16:20:00,282.74942737935385
2009-Jan-04 16:30:00,286.68498102692286
2009-Jan-04 16:40:00,290.3073862833231
2009-Jan-04 16:50:00,294.234666839221
2009-Jan-04 17:00:00,296.8309611106519
2009-Jan-04 17:10:00,534.6611323783075
2009-Jan-04 17:20:00,519.649523313131
2009-Jan-04 17:30:00,524.6211159616465
2009-Jan-04 17:40:00,519.5899528413692
2009-Jan-04 17:50:00,519.5748121365515
2009-Jan-04 18:00:00,518.9562280179147
2009-Jan-04 18:10:00,855.5046233488757
2009-Jan-04 18:20:00,835.1000656463226
2009-Jan-04 18:30:00,841.4025002729268
2009-Jan-04 18:40:00,836.070408838363
2009-Jan-04 18:50:00,836.0426024098891
2009-Jan-04 19:00:00,835.9993935468049
2009-Jan-04 19:10:00,833.9270246334794
2009-Jan-04 19:20:00,833.9024391691961
2009-Jan-04 19:30:00,833.8804469620951
2009-Jan-04 19:40:00,831.5705876727313
2009-Jan-04 19:50:00,833.8454145096987
2009-Jan-04 20:00:00,831.536465248485
2009-Jan-04 20:10:00,1121.371070286017
2009-Jan-04 20:20:00,1103.265140529868
2009-Jan-04 20:30:00,1110.3308353418026
2009-Jan-04 20:40:00,1103.170424361638
2009-Jan-04 20:50:00,1106.639683704037
2009-Jan-04 21:00:00,1103.1188474370658
2009-Jan-04 21:10:00,1103.006982550656
2009-Jan-04 21:20:00,1104.7707060660355
2009-Jan-04 21:30:00,1102.9742073625532
2009-Jan-04 21:40:00,1104.7360131241155
2009-Jan-04 21:50:00,1104.7204762838467
2009-Jan-04 22:00:00,1106.3934504149995
2009-Jan-04 22:10:00,0.0
2009-Jan-04 22:20:00,0.0
2009-Jan-04 22:30:00,0.0
2009-Jan-04 22:40:00,0.0
2009-Jan-04 22:50:00,0.0
2009-Jan-04 23:00:00,0.0
2009-Jan-04 23:10:00,215.01241271635752
2009-Jan-04 23:20:00,604.109611258635
2009-Jan-04 23:30:00,326.89376123940207
2009-Jan-04 23:40:00,426.16608765927043
2009-Jan-04 23:50:00,468.4538440711717
2009-Jan-05 00:00:00,502.757171221852
2009-Jan-05 00:10:00,545.8471667031413
2009-Jan-05 00:20:00,569.1470058613124
2009-Jan-05 00:30:00,593.4440046615571
2009-Jan-05 00:40:00,612.8180154177214
2009-Jan-05 00:50:00,632.0432729399606
2009-Jan-05 01:00:00,648.5707463327337
2009-Jan-05 01:10:00,663.5356570108723
2009-Jan-05 01:20:00,675.7105845968568
2009-Jan-05 01:30:00,689.092558699755
2009-Jan-05 01:40:00,698.4405286066169
2009-Jan-05 01:50:00,707.7491034833522
2009-Jan-05 02:00:00,717.0076540729692
2009-Jan-05 02:10:00,730.1942702517246
2009-Jan-05 02:20:00,743.0439158737746
2009-Jan-05 02:30:00,754.6331975757574
2009-Jan-05 02:40:00,768.7526840914354
2009-Jan-05 02:50:00,777.6284676344346
2009-Jan-05 03:00:00,790.2580046953981
2009-Jan-05 03:10:00,802.8074143799611
2009-Jan-05 03:20:00,814.0493080634988
2009-Jan-05 03:30:00,827.7154063951268
2009-Jan-05 03:40:00,838.8031664853646
2009-Jan-05 03:50:00,849.8390422135672
2009-Jan-05 04:00:00,862.0471166549394
2009-Jan-05 04:10:00,871.7547540716038
2009-Jan-05 04:20:00,881.4153074468444
2009-Jan-05 04:30:00,889.9114344870202
2009-Jan-05 04:40:00,901.7866955081881
2009-Jan-05 04:50:00,908.9750017748989
2009-Jan-05 05:00:00,918.3844289762544
2009-Jan-05 05:10:00,889.9421051120675
