Time,THERMAL CO-WORKING:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL CO-WORKING::Des Sens Cool Load [W],THERMAL CO-WORKING:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL CO-WORKING::Des Cool Mass Flow [kg/s],THERMAL CORRIDOR:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL CORRIDOR::Des Sens Cool Load [W],THERMAL CORRIDOR:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL CORRIDOR::Des Cool Mass Flow [kg/s],THERMAL ELEVATOR:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ELEVATOR::Des Sens Cool Load [W],THERMAL ELEVATOR:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ELEVATOR::Des Cool Mass Flow [kg/s],THERMAL ENTRANCE:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL ENTRANCE::Des Sens Cool Load [W],THERMAL ENTRANCE:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL ENTRANCE::Des Cool Mass Flow [kg/s],THERMAL LAB NORTH::Des Heat Load [W],THERMAL LAB NORTH::Des Sens Cool Load [W],THERMAL LAB NORTH::Des Heat Mass Flow [kg/s],THERMAL LAB NORTH::Des Cool Mass Flow [kg/s],THERMAL LAB SOUTH:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL LAB SOUTH::Des Sens Cool Load [W],THERMAL LAB SOUTH:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL LAB SOUTH::Des Cool Mass Flow [kg/s],THERMAL MEETING ROOM NORTH:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL MEETING ROOM NORTH::Des Sens Cool Load [W],THERMAL MEETING ROOM NORTH:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL MEETING ROOM NORTH::Des Cool Mass Flow [kg/s],THERMAL MEETING ROOM SOUTH:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL MEETING ROOM SOUTH::Des Sens Cool Load [W],THERMAL MEETING ROOM SOUTH:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL MEETING ROOM SOUTH::Des Cool Mass Flow [kg/s],THERMAL NERD ROOM 1:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL NERD ROOM 1::Des Sens Cool Load [W],THERMAL NERD ROOM 1:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL NERD ROOM 1::Des Cool Mass Flow [kg/s],THERMAL NERD ROOM 2:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL NERD ROOM 2::Des Sens Cool Load [W],THERMAL NERD ROOM 2:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL NERD ROOM 2::Des Cool Mass Flow [kg/s],THERMAL RESTROOM M:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL RESTROOM M::Des Sens Cool Load [W],THERMAL RESTROOM M:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL RESTROOM M::Des Cool Mass Flow [kg/s],THERMAL RESTROOM W:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL RESTROOM W::Des Sens Cool Load [W],THERMAL RESTROOM W:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL RESTROOM W::Des Cool Mass Flow [kg/s],THERMAL SPACE 01:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL SPACE 01::Des Sens Cool Load [W],THERMAL SPACE 01:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL SPACE 01::Des Cool Mass Flow [kg/s],THERMAL STAIRWAY:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Load [W],THERMAL STAIRWAY::Des Sens Cool Load [W],THERMAL STAIRWAY:BERLIN ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],THERMAL STAIRWAY::Des Cool Mass Flow [kg/s]
04:50:00,1.744802E+04,0.000000E+00,9.005653E-01,0.000000E+00,1.467209E+04,0.000000E+00,7.572881E-01,0.000000E+00,1.429970E+04,0.000000E+00,7.380673E-01,0.000000E+00,1.878129E+04,0.000000E+00,9.693807E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.670623E+04,0.000000E+00,8.622781E-01,0.000000E+00,1.523463E+04,0.000000E+00,7.863229E-01,0.000000E+00,1.523999E+04,0.000000E+00,7.865998E-01,0.000000E+00,1.500965E+04,0.000000E+00,7.747107E-01,0.000000E+00,1.498713E+04,0.000000E+00,7.735487E-01,0.000000E+00,1.431417E+04,0.000000E+00,7.388140E-01,0.000000E+00,1.470131E+04,0.000000E+00,7.587961E-01,0.000000E+00,1.510168E+04,0.000000E+00,7.794610E-01,0.000000E+00,1.486088E+04,0.000000E+00,7.670323E-01,0.000000E+00
05:00:00,1.744803E+04,0.000000E+00,9.005657E-01,0.000000E+00,1.467210E+04,0.000000E+00,7.572882E-01,0.000000E+00,1.429970E+04,0.000000E+00,7.380674E-01,0.000000E+00,1.878141E+04,0.000000E+00,9.693871E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.670623E+04,0.000000E+00,8.622784E-01,0.000000E+00,1.523469E+04,0.000000E+00,7.863261E-01,0.000000E+00,1.524000E+04,0.000000E+00,7.865999E-01,0.000000E+00,1.500965E+04,0.000000E+00,7.747108E-01,0.000000E+00,1.498713E+04,0.000000E+00,7.735487E-01,0.000000E+00,1.431417E+04,0.000000E+00,7.388141E-01,0.000000E+00,1.470131E+04,0.000000E+00,7.587961E-01,0.000000E+00,1.510169E+04,0.000000E+00,7.794612E-01,0.000000E+00,1.486089E+04,0.000000E+00,7.670324E-01,0.000000E+00
05:10:00,1.744804E+04,0.000000E+00,9.005661E-01,0.000000E+00,1.467210E+04,0.000000E+00,7.572883E-01,0.000000E+00,1.429970E+04,0.000000E+00,7.380675E-01,0.000000E+00,1.878152E+04,0.000000E+00,9.693929E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.670624E+04,0.000000E+00,8.622787E-01,0.000000E+00,1.523475E+04,0.000000E+00,7.863291E-01,0.000000E+00,1.524000E+04,0.000000E+00,7.866000E-01,0.000000E+00,1.500965E+04,0.000000E+00,7.747108E-01,0.000000E+00,1.498713E+04,0.000000E+00,7.735487E-01,0.000000E+00,1.431417E+04,0.000000E+00,7.388141E-01,0.000000E+00,1.470131E+04,0.000000E+00,7.587961E-01,0.000000E+00,1.510169E+04,0.000000E+00,7.794613E-01,0.000000E+00,1.486089E+04,0.000000E+00,7.670326E-01,0.000000E+00
05:20:00,1.744804E+04,0.000000E+00,9.005665E-01,0.000000E+00,1.467210E+04,0.000000E+00,7.572883E-01,0.000000E+00,1.429970E+04,0.000000E+00,7.380676E-01,0.000000E+00,1.878163E+04,0.000000E+00,9.693986E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.670624E+04,0.000000E+00,8.622789E-01,0.000000E+00,1.523481E+04,0.000000E+00,7.863320E-01,0.000000E+00,1.524000E+04,0.000000E+00,7.866002E-01,0.000000E+00,1.500965E+04,0.000000E+00,7.747109E-01,0.000000E+00,1.498714E+04,0.000000E+00,7.735487E-01,0.000000E+00,1.431417E+04,0.000000E+00,7.388141E-01,0.000000E+00,1.470131E+04,0.000000E+00,7.587961E-01,0.000000E+00,1.510169E+04,0.000000E+00,7.794614E-01,0.000000E+00,1.486089E+04,0.000000E+00,7.670327E-01,0.000000E+00
05:30:00,1.744805E+04,0.000000E+00,9.005668E-01,0.000000E+00,1.467210E+04,0.000000E+00,7.572884E-01,0.000000E+00,1.429971E+04,0.000000E+00,7.380676E-01,0.000000E+00,1.878174E+04,0.000000E+00,9.694039E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.670624E+04,0.000000E+00,8.622791E-01,0.000000E+00,1.523486E+04,0.000000E+00,7.863347E-01,0.000000E+00,1.524000E+04,0.000000E+00,7.866003E-01,0.000000E+00,1.500965E+04,0.000000E+00,7.747109E-01,0.000000E+00,1.498714E+04,0.000000E+00,7.735487E-01,0.000000E+00,1.431417E+04,0.000000E+00,7.388141E-01,0.000000E+00,1.470131E+04,0.000000E+00,7.587961E-01,0.000000E+00,1.510169E+04,0.000000E+00,7.794615E-01,0.000000E+00,1.486089E+04,0.000000E+00,7.670328E-01,0.000000E+00
05:40:00,1.744806E+04,0.000000E+00,9.005672E-01,0.000000E+00,1.467210E+04,0.000000E+00,7.572885E-01,0.000000E+00,1.429971E+04,0.000000E+00,7.380677E-01,0.000000E+00,1.878183E+04,0.000000E+00,9.694090E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.670625E+04,0.000000E+00,8.622794E-01,0.000000E+00,1.523491E+04,0.000000E+00,7.863373E-01,0.000000E+00,1.524001E+04,0.000000E+00,7.866004E-01,0.000000E+00,1.500965E+04,0.000000E+00,7.747109E-01,0.000000E+00,1.498714E+04,0.000000E+00,7.735487E-01,0.000000E+00,1.431417E+04,0.000000E+00,7.388141E-01,0.000000E+00,1.470131E+04,0.000000E+00,7.587962E-01,0.000000E+00,1.510170E+04,0.000000E+00,7.794616E-01,0.000000E+00,1.486090E+04,0.000000E+00,7.670329E-01,0.000000E+00
05:50:00,1.744806E+04,0.000000E+00,9.005675E-01,0.000000E+00,1.467210E+04,0.000000E+00,7.572885E-01,0.000000E+00,1.429971E+04,0.000000E+00,7.380677E-01,0.000000E+00,1.878192E+04,0.000000E+00,9.694137E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.670625E+04,0.000000E+00,8.622796E-01,0.000000E+00,1.523495E+04,0.000000E+00,7.863397E-01,0.000000E+00,1.524001E+04,0.000000E+00,7.866005E-01,0.000000E+00,1.500965E+04,0.000000E+00,7.747110E-01,0.000000E+00,1.498714E+04,0.000000E+00,7.735487E-01,0.000000E+00,1.431417E+04,0.000000E+00,7.388142E-01,0.000000E+00,1.470131E+04,0.000000E+00,7.587962E-01,0.000000E+00,1.510170E+04,0.000000E+00,7.794617E-01,0.000000E+00,1.486090E+04,0.000000E+00,7.670330E-01,0.000000E+00
06:00:00,1.744807E+04,0.000000E+00,9.005678E-01,0.000000E+00,1.467210E+04,0.000000E+00,7.572886E-01,0.000000E+00,1.429971E+04,0.000000E+00,7.380678E-01,0.000000E+00,1.878201E+04,0.000000E+00,9.694182E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.670626E+04,0.000000E+00,8.622798E-01,0.000000E+00,1.523500E+04,0.000000E+00,7.863420E-01,0.000000E+00,1.524001E+04,0.000000E+00,7.866006E-01,0.000000E+00,1.500965E+04,0.000000E+00,7.747110E-01,0.000000E+00,1.498714E+04,0.000000E+00,7.735487E-01,0.000000E+00,1.431417E+04,0.000000E+00,7.388142E-01,0.000000E+00,1.470131E+04,0.000000E+00,7.587962E-01,0.000000E+00,1.510170E+04,0.000000E+00,7.794618E-01,0.000000E+00,1.486090E+04,0.000000E+00,7.670331E-01,0.000000E+00
06:10:00,1.728176E+04,0.000000E+00,8.919839E-01,0.000000E+00,1.464510E+04,0.000000E+00,7.558948E-01,0.000000E+00,1.429202E+04,0.000000E+00,7.376708E-01,0.000000E+00,1.854184E+04,0.000000E+00,9.570218E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.657577E+04,0.000000E+00,8.555446E-01,0.000000E+00,1.519016E+04,0.000000E+00,7.840275E-01,0.000000E+00,1.519089E+04,0.000000E+00,7.840654E-01,0.000000E+00,1.496805E+04,0.000000E+00,7.725634E-01,0.000000E+00,1.494624E+04,0.000000E+00,7.714378E-01,0.000000E+00,1.430543E+04,0.000000E+00,7.383631E-01,0.000000E+00,1.466919E+04,0.000000E+00,7.571381E-01,0.000000E+00,1.505588E+04,0.000000E+00,7.770970E-01,0.000000E+00,1.482273E+04,0.000000E+00,7.650633E-01,0.000000E+00
06:20:00,1.711545E+04,0.000000E+00,8.833999E-01,0.000000E+00,1.461809E+04,0.000000E+00,7.545010E-01,0.000000E+00,1.428433E+04,0.000000E+00,7.372738E-01,0.000000E+00,1.830166E+04,0.000000E+00,9.446251E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.644528E+04,0.000000E+00,8.488095E-01,0.000000E+00,1.514531E+04,0.000000E+00,7.817129E-01,0.000000E+00,1.514177E+04,0.000000E+00,7.815301E-01,0.000000E+00,1.492644E+04,0.000000E+00,7.704158E-01,0.000000E+00,1.490534E+04,0.000000E+00,7.693269E-01,0.000000E+00,1.429669E+04,0.000000E+00,7.379121E-01,0.000000E+00,1.463706E+04,0.000000E+00,7.554801E-01,0.000000E+00,1.501007E+04,0.000000E+00,7.747322E-01,0.000000E+00,1.478457E+04,0.000000E+00,7.630935E-01,0.000000E+00
06:30:00,1.694914E+04,0.000000E+00,8.748160E-01,0.000000E+00,1.459109E+04,0.000000E+00,7.531071E-01,0.000000E+00,1.427663E+04,0.000000E+00,7.368768E-01,0.000000E+00,1.806142E+04,0.000000E+00,9.322255E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.631479E+04,0.000000E+00,8.420744E-01,0.000000E+00,1.510045E+04,0.000000E+00,7.793973E-01,0.000000E+00,1.509265E+04,0.000000E+00,7.789949E-01,0.000000E+00,1.488483E+04,0.000000E+00,7.682682E-01,0.000000E+00,1.486444E+04,0.000000E+00,7.672160E-01,0.000000E+00,1.428795E+04,0.000000E+00,7.374610E-01,0.000000E+00,1.460494E+04,0.000000E+00,7.538221E-01,0.000000E+00,1.496425E+04,0.000000E+00,7.723674E-01,0.000000E+00,1.474640E+04,0.000000E+00,7.611236E-01,0.000000E+00
06:40:00,1.678283E+04,0.000000E+00,8.662320E-01,0.000000E+00,1.456409E+04,0.000000E+00,7.517133E-01,0.000000E+00,1.426894E+04,0.000000E+00,7.364798E-01,0.000000E+00,1.782103E+04,0.000000E+00,9.198176E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.618430E+04,0.000000E+00,8.353393E-01,0.000000E+00,1.505552E+04,0.000000E+00,7.770781E-01,0.000000E+00,1.504353E+04,0.000000E+00,7.764597E-01,0.000000E+00,1.484322E+04,0.000000E+00,7.661205E-01,0.000000E+00,1.482355E+04,0.000000E+00,7.651051E-01,0.000000E+00,1.427922E+04,0.000000E+00,7.370100E-01,0.000000E+00,1.457282E+04,0.000000E+00,7.521640E-01,0.000000E+00,1.491843E+04,0.000000E+00,7.700026E-01,0.000000E+00,1.470824E+04,0.000000E+00,7.591538E-01,0.000000E+00
06:50:00,1.661652E+04,0.000000E+00,8.576481E-01,0.000000E+00,1.453708E+04,0.000000E+00,7.503195E-01,0.000000E+00,1.426125E+04,0.000000E+00,7.360828E-01,0.000000E+00,1.758037E+04,0.000000E+00,9.073962E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.605381E+04,0.000000E+00,8.286041E-01,0.000000E+00,1.501046E+04,0.000000E+00,7.747526E-01,0.000000E+00,1.499441E+04,0.000000E+00,7.739244E-01,0.000000E+00,1.480161E+04,0.000000E+00,7.639729E-01,0.000000E+00,1.478265E+04,0.000000E+00,7.629942E-01,0.000000E+00,1.427048E+04,0.000000E+00,7.365589E-01,0.000000E+00,1.454069E+04,0.000000E+00,7.505060E-01,0.000000E+00,1.487261E+04,0.000000E+00,7.676378E-01,0.000000E+00,1.467008E+04,0.000000E+00,7.571839E-01,0.000000E+00
07:00:00,1.645021E+04,0.000000E+00,8.490641E-01,0.000000E+00,1.451008E+04,0.000000E+00,7.489257E-01,0.000000E+00,1.425356E+04,0.000000E+00,7.356858E-01,0.000000E+00,1.733936E+04,0.000000E+00,8.949567E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592332E+04,0.000000E+00,8.218690E-01,0.000000E+00,1.496524E+04,0.000000E+00,7.724185E-01,0.000000E+00,1.494530E+04,0.000000E+00,7.713892E-01,0.000000E+00,1.476000E+04,0.000000E+00,7.618253E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608833E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361079E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482680E+04,0.000000E+00,7.652729E-01,0.000000E+00,1.463191E+04,0.000000E+00,7.552141E-01,0.000000E+00
07:10:00,1.645021E+04,0.000000E+00,8.490642E-01,0.000000E+00,1.451008E+04,0.000000E+00,7.489257E-01,0.000000E+00,1.425356E+04,0.000000E+00,7.356858E-01,0.000000E+00,1.733821E+04,0.000000E+00,8.948978E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592332E+04,0.000000E+00,8.218690E-01,0.000000E+00,1.496471E+04,0.000000E+00,7.723911E-01,0.000000E+00,1.494530E+04,0.000000E+00,7.713892E-01,0.000000E+00,1.476000E+04,0.000000E+00,7.618253E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608833E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361079E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482680E+04,0.000000E+00,7.652730E-01,0.000000E+00,1.463191E+04,0.000000E+00,7.552141E-01,0.000000E+00
07:20:00,1.645021E+04,0.000000E+00,8.490642E-01,0.000000E+00,1.451008E+04,0.000000E+00,7.489257E-01,0.000000E+00,1.425356E+04,0.000000E+00,7.356858E-01,0.000000E+00,1.733665E+04,0.000000E+00,8.948172E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592332E+04,0.000000E+00,8.218691E-01,0.000000E+00,1.496397E+04,0.000000E+00,7.723528E-01,0.000000E+00,1.494530E+04,0.000000E+00,7.713892E-01,0.000000E+00,1.476000E+04,0.000000E+00,7.618253E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608833E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361079E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482680E+04,0.000000E+00,7.652730E-01,0.000000E+00,1.463191E+04,0.000000E+00,7.552142E-01,0.000000E+00
07:30:00,1.645021E+04,0.000000E+00,8.490640E-01,0.000000E+00,1.451008E+04,0.000000E+00,7.489257E-01,0.000000E+00,1.425356E+04,0.000000E+00,7.356858E-01,0.000000E+00,1.733472E+04,0.000000E+00,8.947172E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592332E+04,0.000000E+00,8.218689E-01,0.000000E+00,1.496302E+04,0.000000E+00,7.723043E-01,0.000000E+00,1.494530E+04,0.000000E+00,7.713892E-01,0.000000E+00,1.476000E+04,0.000000E+00,7.618253E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608834E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361079E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482680E+04,0.000000E+00,7.652730E-01,0.000000E+00,1.463191E+04,0.000000E+00,7.552141E-01,0.000000E+00
07:40:00,1.645020E+04,0.000000E+00,8.490636E-01,0.000000E+00,1.451008E+04,0.000000E+00,7.489257E-01,0.000000E+00,1.425356E+04,0.000000E+00,7.356858E-01,0.000000E+00,1.733250E+04,0.000000E+00,8.946030E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592331E+04,0.000000E+00,8.218687E-01,0.000000E+00,1.496193E+04,0.000000E+00,7.722477E-01,0.000000E+00,1.494529E+04,0.000000E+00,7.713890E-01,0.000000E+00,1.476000E+04,0.000000E+00,7.618253E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608834E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361080E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482680E+04,0.000000E+00,7.652729E-01,0.000000E+00,1.463191E+04,0.000000E+00,7.552141E-01,0.000000E+00
07:50:00,1.645019E+04,0.000000E+00,8.490629E-01,0.000000E+00,1.451007E+04,0.000000E+00,7.489256E-01,0.000000E+00,1.425356E+04,0.000000E+00,7.356857E-01,0.000000E+00,1.733013E+04,0.000000E+00,8.944804E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592330E+04,0.000000E+00,8.218682E-01,0.000000E+00,1.496074E+04,0.000000E+00,7.721861E-01,0.000000E+00,1.494529E+04,0.000000E+00,7.713888E-01,0.000000E+00,1.476000E+04,0.000000E+00,7.618253E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608834E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361080E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482679E+04,0.000000E+00,7.652727E-01,0.000000E+00,1.463191E+04,0.000000E+00,7.552140E-01,0.000000E+00
08:00:00,1.645017E+04,0.000000E+00,8.490619E-01,0.000000E+00,1.451007E+04,0.000000E+00,7.489254E-01,0.000000E+00,1.425356E+04,0.000000E+00,7.356856E-01,0.000000E+00,1.732768E+04,0.000000E+00,8.943542E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592329E+04,0.000000E+00,8.218676E-01,0.000000E+00,1.495949E+04,0.000000E+00,7.721220E-01,0.000000E+00,1.494528E+04,0.000000E+00,7.713885E-01,0.000000E+00,1.476000E+04,0.000000E+00,7.618252E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608834E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361080E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482679E+04,0.000000E+00,7.652725E-01,0.000000E+00,1.463190E+04,0.000000E+00,7.552138E-01,0.000000E+00
08:10:00,1.645014E+04,0.000000E+00,8.490606E-01,0.000000E+00,1.451007E+04,0.000000E+00,7.489252E-01,0.000000E+00,1.425355E+04,0.000000E+00,7.356854E-01,0.000000E+00,1.732523E+04,0.000000E+00,8.942275E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592327E+04,0.000000E+00,8.218668E-01,0.000000E+00,1.495823E+04,0.000000E+00,7.720570E-01,0.000000E+00,1.494527E+04,0.000000E+00,7.713881E-01,0.000000E+00,1.476000E+04,0.000000E+00,7.618251E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608834E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361080E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482678E+04,0.000000E+00,7.652722E-01,0.000000E+00,1.463190E+04,0.000000E+00,7.552135E-01,0.000000E+00
08:20:00,1.645011E+04,0.000000E+00,8.490589E-01,0.000000E+00,1.451006E+04,0.000000E+00,7.489250E-01,0.000000E+00,1.425355E+04,0.000000E+00,7.356852E-01,0.000000E+00,1.732281E+04,0.000000E+00,8.941027E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592325E+04,0.000000E+00,8.218657E-01,0.000000E+00,1.495699E+04,0.000000E+00,7.719926E-01,0.000000E+00,1.494527E+04,0.000000E+00,7.713876E-01,0.000000E+00,1.475999E+04,0.000000E+00,7.618250E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608834E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361080E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482678E+04,0.000000E+00,7.652718E-01,0.000000E+00,1.463189E+04,0.000000E+00,7.552132E-01,0.000000E+00
08:30:00,1.645007E+04,0.000000E+00,8.490569E-01,0.000000E+00,1.451006E+04,0.000000E+00,7.489247E-01,0.000000E+00,1.425354E+04,0.000000E+00,7.356849E-01,0.000000E+00,1.732046E+04,0.000000E+00,8.939811E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592323E+04,0.000000E+00,8.218645E-01,0.000000E+00,1.495576E+04,0.000000E+00,7.719294E-01,0.000000E+00,1.494525E+04,0.000000E+00,7.713870E-01,0.000000E+00,1.475999E+04,0.000000E+00,7.618249E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608834E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361080E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482677E+04,0.000000E+00,7.652714E-01,0.000000E+00,1.463188E+04,0.000000E+00,7.552128E-01,0.000000E+00
08:40:00,1.645003E+04,0.000000E+00,8.490546E-01,0.000000E+00,1.451005E+04,0.000000E+00,7.489245E-01,0.000000E+00,1.425354E+04,0.000000E+00,7.356846E-01,0.000000E+00,1.731818E+04,0.000000E+00,8.938639E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592320E+04,0.000000E+00,8.218631E-01,0.000000E+00,1.495458E+04,0.000000E+00,7.718682E-01,0.000000E+00,1.494524E+04,0.000000E+00,7.713864E-01,0.000000E+00,1.475999E+04,0.000000E+00,7.618247E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608834E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361080E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482676E+04,0.000000E+00,7.652709E-01,0.000000E+00,1.463188E+04,0.000000E+00,7.552123E-01,0.000000E+00
08:50:00,1.644998E+04,0.000000E+00,8.490521E-01,0.000000E+00,1.451005E+04,0.000000E+00,7.489241E-01,0.000000E+00,1.425353E+04,0.000000E+00,7.356843E-01,0.000000E+00,1.731600E+04,0.000000E+00,8.937514E-01,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.592317E+04,0.000000E+00,8.218616E-01,0.000000E+00,1.495343E+04,0.000000E+00,7.718092E-01,0.000000E+00,1.494523E+04,0.000000E+00,7.713857E-01,0.000000E+00,1.475998E+04,0.000000E+00,7.618245E-01,0.000000E+00,1.474175E+04,0.000000E+00,7.608834E-01,0.000000E+00,1.426174E+04,0.000000E+00,7.361080E-01,0.000000E+00,1.450857E+04,0.000000E+00,7.488480E-01,0.000000E+00,1.482675E+04,0.000000E+00,7.652704E-01,0.000000E+00,1.463187E+04,0.000000E+00,7.552117E-01,0.000000E+00
